    0    0    0    0 0.9415717294 0.0000000000
    0    0    0    1 0.0000000327 0.0000000823
    0    1    0    0 0.0000000327 -0.0000000823
    0    1    0    1 0.0584282706 0.0000000000
    1    0    1    0 0.5000000421 0.0000000000
    1    0    1    1 0.0000001156 -0.0000001096
    1    1    1    0 0.0000001156 0.0000001096
    1    1    1    1 0.4999999579 0.0000000000
    2    0    2    0 0.5000000594 0.0000000000
    2    0    2    1 0.0000001156 0.0000001139
    2    1    2    0 0.0000001156 -0.0000001139
    2    1    2    1 0.4999999406 0.0000000000
    3    0    3    0 0.0584282626 0.0000000000
    3    0    3    1 0.0000000559 -0.0000000509
    3    1    3    0 0.0000000559 0.0000000509
    3    1    3    1 0.9415717374 0.0000000000
