    Step   Residual-2-norm     Threshold      Energy
        1     1.13877e+00     1.00000e-07           1.95804e-01
        2     1.40737e+00     1.00000e-07          -3.22253e-01
        3     5.92548e-01     1.20122e-07          -1.20122e+00
        4     2.42109e-01     1.63200e-07          -1.63200e+00
        5     2.77072e-01     1.74263e-07          -1.74263e+00
        6     1.80575e-01     1.79715e-07          -1.79715e+00
        7     2.73006e-01     1.82677e-07          -1.82677e+00
        8     3.56772e-01     1.97527e-07          -1.97527e+00
        9     1.82017e-01     2.12405e-07          -2.12405e+00
       10     8.66867e-02     2.14756e-07          -2.14756e+00
       11     2.46377e-02     2.15734e-07          -2.15734e+00
       12     2.04088e-02     2.15991e-07          -2.15991e+00
       13     1.84396e-02     2.16017e-07          -2.16017e+00
       14     6.14237e-03     2.16040e-07          -2.16040e+00
       15     2.51131e-03     2.16052e-07          -2.16052e+00
       16     2.00625e-03     2.16053e-07          -2.16053e+00
       17     4.17391e-04     2.16054e-07          -2.16054e+00
       18     2.99869e-04     2.16054e-07          -2.16054e+00
       19     3.18671e-04     2.16054e-07          -2.16054e+00
       20     1.49605e-04     2.16054e-07          -2.16054e+00
       21     5.25157e-05     2.16054e-07          -2.16054e+00
       22     2.68357e-05     2.16054e-07          -2.16054e+00
       23     1.19281e-05     2.16054e-07          -2.16054e+00
       24     4.83142e-06     2.16054e-07          -2.16054e+00
       25     4.13166e-06     2.16054e-07          -2.16054e+00
       26     2.16081e-06     2.16054e-07          -2.16054e+00
       27     1.44967e-06     2.16054e-07          -2.16054e+00
       28     2.31331e-07     2.16054e-07          -2.16054e+00
       29     1.19471e-07     2.16054e-07          -2.16054e+00
