    0    0    0    0 0.9625478550 0.0000000000
    0    0    0    1 0.0000000032 -0.0000000053
    0    1    0    0 0.0000000032 0.0000000053
    0    1    0    1 0.0374521450 0.0000000000
    1    0    1    0 0.0725016836 0.0000000000
    1    0    1    1 -0.0000000483 0.0000000235
    1    1    1    0 -0.0000000483 -0.0000000235
    1    1    1    1 0.9274983164 0.0000000000
    2    0    2    0 0.0725016835 0.0000000000
    2    0    2    1 0.0000000405 -0.0000001508
    2    1    2    0 0.0000000405 0.0000001508
    2    1    2    1 0.9274983165 0.0000000000
    3    0    3    0 0.0725016877 0.0000000000
    3    0    3    1 0.0000000275 0.0000001350
    3    1    3    0 0.0000000275 -0.0000001350
    3    1    3    1 0.9274983123 0.0000000000
