    Step   Residual-2-norm     Threshold      Energy
        1     9.34442e-01     1.00000e-07          -2.05496e-02
        2     1.00436e+00     1.00000e-07          -2.97350e-01
        3     4.12166e-01     1.00000e-07          -9.16842e-01
        4     1.58948e-01     1.28609e-07          -1.28609e+00
        5     1.54000e-01     1.33850e-07          -1.33850e+00
        6     6.18804e-02     1.36783e-07          -1.36783e+00
        7     3.55637e-02     1.37299e-07          -1.37299e+00
        8     3.14981e-02     1.37635e-07          -1.37635e+00
        9     8.70585e-02     1.37905e-07          -1.37905e+00
       10     1.89904e-01     1.39245e-07          -1.39245e+00
       11     1.03234e-01     1.41794e-07          -1.41794e+00
       12     4.17878e-02     1.43266e-07          -1.43266e+00
       13     2.63611e-02     1.43533e-07          -1.43533e+00
       14     1.85684e-02     1.43659e-07          -1.43659e+00
       15     7.89209e-03     1.43687e-07          -1.43687e+00
       16     1.04200e-02     1.43701e-07          -1.43701e+00
       17     1.09399e-02     1.43712e-07          -1.43712e+00
       18     6.80206e-03     1.43720e-07          -1.43720e+00
       19     9.42118e-03     1.43731e-07          -1.43731e+00
       20     3.36843e-03     1.43741e-07          -1.43741e+00
       21     1.33660e-03     1.43743e-07          -1.43743e+00
       22     1.38541e-03     1.43743e-07          -1.43743e+00
       23     4.34850e-04     1.43743e-07          -1.43743e+00
       24     3.41323e-04     1.43743e-07          -1.43743e+00
       25     7.45587e-04     1.43743e-07          -1.43743e+00
       26     3.94858e-04     1.43743e-07          -1.43743e+00
       27     2.60969e-04     1.43743e-07          -1.43743e+00
       28     2.25504e-04     1.43743e-07          -1.43743e+00
       29     6.92029e-05     1.43743e-07          -1.43743e+00
       30     5.86135e-05     1.43743e-07          -1.43743e+00
       31     3.72221e-05     1.43743e-07          -1.43743e+00
       32     1.68389e-05     1.43743e-07          -1.43743e+00
       33     2.13836e-05     1.43743e-07          -1.43743e+00
       34     2.81705e-05     1.43743e-07          -1.43743e+00
       35     1.55641e-05     1.43743e-07          -1.43743e+00
       36     8.56757e-06     1.43743e-07          -1.43743e+00
       37     4.49977e-06     1.43743e-07          -1.43743e+00
       38     3.00236e-06     1.43743e-07          -1.43743e+00
       39     9.66597e-07     1.43743e-07          -1.43743e+00
       40     1.31002e-06     1.43743e-07          -1.43743e+00
       41     1.61409e-06     1.43743e-07          -1.43743e+00
       42     8.37809e-07     1.43743e-07          -1.43743e+00
       43     1.23922e-06     1.43743e-07          -1.43743e+00
       44     8.49010e-07     1.43743e-07          -1.43743e+00
       45     2.34515e-07     1.43743e-07          -1.43743e+00
       46     2.24879e-07     1.43743e-07          -1.43743e+00
       47     7.69243e-08     1.43743e-07          -1.43743e+00
