    Step   Residual-2-norm     Threshold      Energy
        1     2.07414e+00     1.00000e-07           2.55874e-01
        2     1.98176e+00     1.00000e-07          -8.45801e-01
        3     1.16157e+00     2.44905e-07          -2.44905e+00
        4     4.04948e-01     3.07727e-07          -3.07727e+00
        5     2.94429e-01     3.24477e-07          -3.24477e+00
        6     3.88592e-01     3.31979e-07          -3.31979e+00
        7     1.32238e-01     3.37282e-07          -3.37282e+00
        8     2.81362e-02     3.39355e-07          -3.39355e+00
        9     3.94252e-03     3.39550e-07          -3.39550e+00
       10     3.81750e-03     3.39558e-07          -3.39558e+00
       11     2.78268e-03     3.39558e-07          -3.39558e+00
       12     1.87319e-03     3.39559e-07          -3.39559e+00
       13     1.37597e-03     3.39559e-07          -3.39559e+00
       14     2.33147e-03     3.39559e-07          -3.39559e+00
       15     7.84342e-03     3.39560e-07          -3.39560e+00
       16     2.51596e-02     3.39621e-07          -3.39621e+00
       17     1.32226e-02     3.39688e-07          -3.39688e+00
       18     6.82597e-03     3.39698e-07          -3.39698e+00
       19     7.26008e-03     3.39702e-07          -3.39702e+00
       20     2.69040e-03     3.39704e-07          -3.39704e+00
       21     8.24296e-04     3.39706e-07          -3.39706e+00
       22     4.43627e-05     3.39706e-07          -3.39706e+00
       23     2.06590e-05     3.39706e-07          -3.39706e+00
       24     2.73857e-05     3.39706e-07          -3.39706e+00
       25     5.40971e-05     3.39706e-07          -3.39706e+00
       26     1.57687e-04     3.39706e-07          -3.39706e+00
       27     1.40998e-04     3.39706e-07          -3.39706e+00
       28     1.26814e-04     3.39706e-07          -3.39706e+00
       29     1.33175e-04     3.39706e-07          -3.39706e+00
       30     3.28888e-05     3.39706e-07          -3.39706e+00
       31     8.98829e-06     3.39706e-07          -3.39706e+00
       32     2.48638e-06     3.39706e-07          -3.39706e+00
       33     1.37628e-07     3.39706e-07          -3.39706e+00
