    Step   Residual-2-norm     Threshold      Energy
        1     1.31822e+00     1.00000e-07           3.24895e-01
        2     1.59715e+00     1.00000e-07          -3.65740e-01
        3     7.13829e-01     1.43007e-07          -1.43007e+00
        4     3.06920e-01     1.90016e-07          -1.90016e+00
        5     3.46202e-01     2.04974e-07          -2.04974e+00
        6     3.25730e-01     2.12827e-07          -2.12827e+00
        7     6.26995e-01     2.22170e-07          -2.22170e+00
        8     4.12667e-01     2.41622e-07          -2.41622e+00
        9     1.98605e-01     2.56390e-07          -2.56390e+00
       10     9.50926e-02     2.59335e-07          -2.59335e+00
       11     4.92833e-02     2.60357e-07          -2.60357e+00
       12     4.75396e-02     2.60612e-07          -2.60612e+00
       13     2.15550e-02     2.60731e-07          -2.60731e+00
       14     1.25165e-02     2.60807e-07          -2.60807e+00
       15     6.19902e-03     2.60820e-07          -2.60820e+00
       16     2.42614e-03     2.60823e-07          -2.60823e+00
       17     2.14443e-03     2.60824e-07          -2.60824e+00
       18     1.54346e-03     2.60825e-07          -2.60825e+00
       19     7.60540e-04     2.60825e-07          -2.60825e+00
       20     4.48077e-04     2.60825e-07          -2.60825e+00
       21     2.17578e-04     2.60825e-07          -2.60825e+00
       22     8.97293e-05     2.60825e-07          -2.60825e+00
       23     7.69301e-05     2.60825e-07          -2.60825e+00
       24     5.76394e-05     2.60825e-07          -2.60825e+00
       25     2.83711e-05     2.60825e-07          -2.60825e+00
       26     1.49817e-05     2.60825e-07          -2.60825e+00
       27     6.78167e-06     2.60825e-07          -2.60825e+00
       28     3.21758e-06     2.60825e-07          -2.60825e+00
       29     2.65013e-06     2.60825e-07          -2.60825e+00
       30     1.84777e-06     2.60825e-07          -2.60825e+00
       31     7.38907e-07     2.60825e-07          -2.60825e+00
       32     3.34433e-07     2.60825e-07          -2.60825e+00
       33     1.70143e-07     2.60825e-07          -2.60825e+00
