    0    0    0    0 0.5123025818 0.0000000000
    0    0    0    1 0.0000000084 0.0000000466
    0    1    0    0 0.0000000084 -0.0000000466
    0    1    0    1 0.4876974182 0.0000000000
    1    0    1    0 0.5000000070 0.0000000000
    1    0    1    1 0.0000000136 0.0000000055
    1    1    1    0 0.0000000136 -0.0000000055
    1    1    1    1 0.4999999930 0.0000000000
    2    0    2    0 0.4999999981 0.0000000000
    2    0    2    1 0.0000000107 -0.0000000153
    2    1    2    0 0.0000000107 0.0000000153
    2    1    2    1 0.5000000019 0.0000000000
    3    0    3    0 0.4876974195 0.0000000000
    3    0    3    1 0.0000000141 -0.0000000367
    3    1    3    0 0.0000000141 0.0000000367
    3    1    3    1 0.5123025805 0.0000000000
