    Step   Residual-2-norm     Threshold      Energy
        1     8.75307e-01     1.00000e-07          -2.10587e-01
        2     6.34777e-01     1.00000e-07          -3.84469e-01
        3     2.32035e-01     1.00000e-07          -7.89380e-01
        4     2.45493e-02     1.02093e-07          -1.02093e+00
        5     2.01915e-02     1.02662e-07          -1.02662e+00
        6     9.62347e-03     1.03185e-07          -1.03185e+00
        7     1.14274e-02     1.03201e-07          -1.03201e+00
        8     3.20059e-03     1.03287e-07          -1.03287e+00
        9     1.27105e-02     1.03366e-07          -1.03366e+00
       10     1.71869e-02     1.03379e-07          -1.03379e+00
       11     1.30887e-02     1.03564e-07          -1.03564e+00
       12     5.46240e-03     1.03742e-07          -1.03742e+00
       13     2.36636e-03     1.03746e-07          -1.03746e+00
       14     7.56255e-03     1.03751e-07          -1.03751e+00
       15     1.35074e-03     1.03756e-07          -1.03756e+00
       16     2.96673e-04     1.03757e-07          -1.03757e+00
       17     7.20731e-04     1.03757e-07          -1.03757e+00
       18     5.92564e-04     1.03757e-07          -1.03757e+00
       19     2.08961e-04     1.03757e-07          -1.03757e+00
       20     1.54577e-04     1.03757e-07          -1.03757e+00
       21     7.38936e-04     1.03757e-07          -1.03757e+00
       22     6.96516e-04     1.03757e-07          -1.03757e+00
       23     5.79590e-05     1.03757e-07          -1.03757e+00
       24     1.42921e-04     1.03757e-07          -1.03757e+00
       25     1.56680e-04     1.03757e-07          -1.03757e+00
       26     5.88804e-06     1.03757e-07          -1.03757e+00
       27     5.28313e-06     1.03757e-07          -1.03757e+00
       28     3.53781e-06     1.03757e-07          -1.03757e+00
       29     8.53875e-06     1.03757e-07          -1.03757e+00
       30     3.57373e-06     1.03757e-07          -1.03757e+00
       31     2.87296e-06     1.03757e-07          -1.03757e+00
       32     1.76137e-05     1.03757e-07          -1.03757e+00
       33     2.93296e-06     1.03757e-07          -1.03757e+00
       34     1.40441e-06     1.03757e-07          -1.03757e+00
       35     4.40187e-06     1.03757e-07          -1.03757e+00
       36     8.43938e-07     1.03757e-07          -1.03757e+00
       37     2.61836e-07     1.03757e-07          -1.03757e+00
       38     3.63539e-08     1.03757e-07          -1.03757e+00
