    Step   Residual-2-norm     Threshold      Energy
        1     8.92070e-01     1.00000e-07          -1.75934e-01
        2     7.15159e-01     1.00000e-07          -3.70852e-01
        3     2.82451e-01     1.00000e-07          -8.20116e-01
        4     8.93751e-02     1.08539e-07          -1.08539e+00
        5     9.82400e-02     1.10996e-07          -1.10996e+00
        6     5.29178e-02     1.12522e-07          -1.12522e+00
        7     4.71337e-02     1.13182e-07          -1.13182e+00
        8     1.24906e-02     1.13793e-07          -1.13793e+00
        9     1.41082e-02     1.13910e-07          -1.13910e+00
       10     1.56794e-02     1.13936e-07          -1.13936e+00
       11     4.05179e-03     1.13981e-07          -1.13981e+00
       12     6.33592e-03     1.14006e-07          -1.14006e+00
       13     7.15178e-04     1.14008e-07          -1.14008e+00
       14     2.42346e-04     1.14010e-07          -1.14010e+00
       15     4.83282e-04     1.14010e-07          -1.14010e+00
       16     2.36966e-04     1.14010e-07          -1.14010e+00
       17     6.65063e-05     1.14010e-07          -1.14010e+00
       18     8.04653e-05     1.14010e-07          -1.14010e+00
       19     1.97188e-05     1.14010e-07          -1.14010e+00
       20     2.24674e-05     1.14010e-07          -1.14010e+00
       21     2.03143e-05     1.14010e-07          -1.14010e+00
       22     1.09925e-05     1.14010e-07          -1.14010e+00
       23     2.60973e-06     1.14010e-07          -1.14010e+00
       24     1.01019e-06     1.14010e-07          -1.14010e+00
       25     7.21779e-07     1.14010e-07          -1.14010e+00
       26     6.94883e-07     1.14010e-07          -1.14010e+00
       27     1.27171e-07     1.14010e-07          -1.14010e+00
       28     9.87572e-08     1.14010e-07          -1.14010e+00
