    Step   Residual-2-norm     Threshold      Energy
        1     1.13414e+00     1.00000e-07           1.94598e-01
        2     1.45197e+00     1.00000e-07          -3.37978e-01
        3     5.93252e-01     1.24739e-07          -1.24739e+00
        4     2.50518e-01     1.68799e-07          -1.68799e+00
        5     2.09157e-01     1.78927e-07          -1.78927e+00
        6     1.14039e-01     1.83374e-07          -1.83374e+00
        7     1.21825e-01     1.84494e-07          -1.84494e+00
        8     3.10143e-01     1.95893e-07          -1.95893e+00
        9     1.77601e-01     2.08381e-07          -2.08381e+00
       10     7.05886e-02     2.10438e-07          -2.10438e+00
       11     2.12110e-02     2.11166e-07          -2.11166e+00
       12     5.69472e-03     2.11362e-07          -2.11362e+00
       13     5.94250e-03     2.11372e-07          -2.11372e+00
       14     4.96944e-03     2.11374e-07          -2.11374e+00
       15     2.07246e-03     2.11376e-07          -2.11376e+00
       16     1.24193e-03     2.11377e-07          -2.11377e+00
       17     4.14749e-04     2.11377e-07          -2.11377e+00
       18     9.62408e-05     2.11377e-07          -2.11377e+00
       19     2.08922e-05     2.11377e-07          -2.11377e+00
       20     1.64818e-05     2.11377e-07          -2.11377e+00
       21     1.42861e-05     2.11377e-07          -2.11377e+00
       22     8.58755e-06     2.11377e-07          -2.11377e+00
       23     1.51660e-06     2.11377e-07          -2.11377e+00
       24     2.98873e-07     2.11377e-07          -2.11377e+00
       25     1.47657e-07     2.11377e-07          -2.11377e+00
