    0    0    0    0 0.9979408930 0.0000000000
    0    0    0    1 0.0000000138 -0.0000000028
    0    1    0    0 0.0000000138 0.0000000028
    0    1    0    1 0.0020591070 0.0000000000
    1    0    1    0 0.4999999990 0.0000000000
    1    0    1    1 0.0000000034 -0.0000083839
    1    1    1    0 0.0000000034 0.0000083839
    1    1    1    1 0.5000000010 0.0000000000
    2    0    2    0 0.4999999990 0.0000000000
    2    0    2    1 0.0000000034 0.0000083839
    2    1    2    0 0.0000000034 -0.0000083839
    2    1    2    1 0.5000000010 0.0000000000
    3    0    3    0 0.0020591070 0.0000000000
    3    0    3    1 0.0000000094 0.0000000157
    3    1    3    0 0.0000000094 -0.0000000157
    3    1    3    1 0.9979408930 0.0000000000
