    Step   Residual-2-norm     Threshold      Energy
        1     1.12252e+00     1.00000e-07           1.81463e-01
        2     1.37280e+00     1.00000e-07          -3.14503e-01
        3     5.78813e-01     1.16590e-07          -1.16590e+00
        4     2.32664e-01     1.58973e-07          -1.58973e+00
        5     2.92471e-01     1.69844e-07          -1.69844e+00
        6     1.94800e-01     1.75460e-07          -1.75460e+00
        7     2.90684e-01     1.78969e-07          -1.78969e+00
        8     3.68696e-01     1.93624e-07          -1.93624e+00
        9     1.89218e-01     2.08121e-07          -2.08121e+00
       10     9.43860e-02     2.10732e-07          -2.10732e+00
       11     2.87246e-02     2.11864e-07          -2.11864e+00
       12     2.60284e-02     2.12172e-07          -2.12172e+00
       13     2.11804e-02     2.12211e-07          -2.12211e+00
       14     6.92154e-03     2.12245e-07          -2.12245e+00
       15     4.17114e-03     2.12261e-07          -2.12261e+00
       16     2.73360e-03     2.12263e-07          -2.12263e+00
       17     6.12501e-04     2.12264e-07          -2.12264e+00
       18     5.10213e-04     2.12264e-07          -2.12264e+00
       19     4.81728e-04     2.12264e-07          -2.12264e+00
       20     2.03491e-04     2.12264e-07          -2.12264e+00
       21     1.11033e-04     2.12264e-07          -2.12264e+00
       22     5.13192e-05     2.12264e-07          -2.12264e+00
       23     2.09701e-05     2.12264e-07          -2.12264e+00
       24     1.01787e-05     2.12264e-07          -2.12264e+00
       25     7.10997e-06     2.12264e-07          -2.12264e+00
       26     5.68113e-06     2.12264e-07          -2.12264e+00
       27     3.35020e-06     2.12264e-07          -2.12264e+00
       28     4.95959e-07     2.12264e-07          -2.12264e+00
       29     3.75232e-07     2.12264e-07          -2.12264e+00
       30     2.70253e-07     2.12264e-07          -2.12264e+00
       31     1.28263e-07     2.12264e-07          -2.12264e+00
