    0    0    0    0 0.9538244248 0.0000000000
    0    0    0    1 -0.0000000137 0.0000000060
    0    1    0    0 -0.0000000137 -0.0000000060
    0    1    0    1 0.0461755752 0.0000000000
    1    0    1    0 0.0712887609 0.0000000000
    1    0    1    1 0.0000000355 -0.0000000441
    1    1    1    0 0.0000000355 0.0000000441
    1    1    1    1 0.9287112391 0.0000000000
    2    0    2    0 0.0712887649 0.0000000000
    2    0    2    1 -0.0000000468 0.0000001916
    2    1    2    0 -0.0000000468 -0.0000001916
    2    1    2    1 0.9287112351 0.0000000000
    3    0    3    0 0.0712887749 0.0000000000
    3    0    3    1 -0.0000000685 -0.0000001688
    3    1    3    0 -0.0000000685 0.0000001688
    3    1    3    1 0.9287112251 0.0000000000
