    Step   Residual-2-norm     Threshold      Energy
        1     1.11982e+00     1.00000e-07           1.82646e-01
        2     1.43148e+00     1.00000e-07          -3.33388e-01
        3     5.83356e-01     1.22548e-07          -1.22548e+00
        4     2.45627e-01     1.66329e-07          -1.66329e+00
        5     2.06900e-01     1.76201e-07          -1.76201e+00
        6     1.10075e-01     1.80572e-07          -1.80572e+00
        7     1.11679e-01     1.81637e-07          -1.81637e+00
        8     3.07035e-01     1.92359e-07          -1.92359e+00
        9     1.81812e-01     2.04264e-07          -2.04264e+00
       10     7.37939e-02     2.06408e-07          -2.06408e+00
       11     2.22455e-02     2.07184e-07          -2.07184e+00
       12     5.67021e-03     2.07400e-07          -2.07400e+00
       13     5.88454e-03     2.07410e-07          -2.07410e+00
       14     4.66879e-03     2.07412e-07          -2.07412e+00
       15     2.26470e-03     2.07414e-07          -2.07414e+00
       16     1.45543e-03     2.07415e-07          -2.07415e+00
       17     4.32751e-04     2.07415e-07          -2.07415e+00
       18     9.37953e-05     2.07415e-07          -2.07415e+00
       19     2.11167e-05     2.07415e-07          -2.07415e+00
       20     1.57041e-05     2.07415e-07          -2.07415e+00
       21     1.40215e-05     2.07415e-07          -2.07415e+00
       22     9.56754e-06     2.07415e-07          -2.07415e+00
       23     1.77947e-06     2.07415e-07          -2.07415e+00
       24     3.22446e-07     2.07415e-07          -2.07415e+00
       25     1.62459e-07     2.07415e-07          -2.07415e+00
