    0    0    0    0 0.9577958797 0.0000000000
    0    0    0    1 0.0000000021 -0.0000000157
    0    1    0    0 0.0000000021 0.0000000157
    0    1    0    1 0.0422041203 0.0000000000
    1    0    1    0 0.0817327542 0.0000000000
    1    0    1    1 -0.0000000502 0.0000000472
    1    1    1    0 -0.0000000502 -0.0000000472
    1    1    1    1 0.9182672458 0.0000000000
    2    0    2    0 0.0817327529 0.0000000000
    2    0    2    1 0.0000000252 -0.0000002041
    2    1    2    0 0.0000000252 0.0000002041
    2    1    2    1 0.9182672471 0.0000000000
    3    0    3    0 0.0817327626 0.0000000000
    3    0    3    1 0.0000000604 0.0000001639
    3    1    3    0 0.0000000604 -0.0000001639
    3    1    3    1 0.9182672374 0.0000000000
