    Step   Residual-2-norm     Threshold      Energy
        1     1.07950e+00     1.00000e-07           1.45605e-01
        2     1.30989e+00     1.00000e-07          -3.02627e-01
        3     5.46372e-01     1.10390e-07          -1.10390e+00
        4     2.13910e-01     1.51752e-07          -1.51752e+00
        5     2.88055e-01     1.61596e-07          -1.61596e+00
        6     1.77468e-01     1.66894e-07          -1.66894e+00
        7     2.39238e-01     1.69952e-07          -1.69952e+00
        8     3.46283e-01     1.83270e-07          -1.83270e+00
        9     1.76608e-01     1.96629e-07          -1.96629e+00
       10     8.85189e-02     1.98981e-07          -1.98981e+00
       11     2.58310e-02     2.00037e-07          -2.00037e+00
       12     2.13495e-02     2.00343e-07          -2.00343e+00
       13     1.81719e-02     2.00372e-07          -2.00372e+00
       14     6.20732e-03     2.00397e-07          -2.00397e+00
       15     3.41613e-03     2.00413e-07          -2.00413e+00
       16     2.62016e-03     2.00414e-07          -2.00414e+00
       17     4.97938e-04     2.00414e-07          -2.00414e+00
       18     3.56852e-04     2.00415e-07          -2.00415e+00
       19     3.82264e-04     2.00415e-07          -2.00415e+00
       20     1.65010e-04     2.00415e-07          -2.00415e+00
       21     8.94967e-05     2.00415e-07          -2.00415e+00
       22     4.23703e-05     2.00415e-07          -2.00415e+00
       23     1.88141e-05     2.00415e-07          -2.00415e+00
       24     6.55058e-06     2.00415e-07          -2.00415e+00
       25     5.10142e-06     2.00415e-07          -2.00415e+00
       26     3.75075e-06     2.00415e-07          -2.00415e+00
       27     2.48207e-06     2.00415e-07          -2.00415e+00
       28     3.94078e-07     2.00415e-07          -2.00415e+00
       29     2.16455e-07     2.00415e-07          -2.00415e+00
       30     1.70536e-07     2.00415e-07          -2.00415e+00
