    Step   Residual-2-norm     Threshold      Energy
        1     9.15900e-01     1.00000e-07          -5.64076e-02
        2     9.24146e-01     1.00000e-07          -3.05548e-01
        3     3.80256e-01     1.00000e-07          -8.81913e-01
        4     1.42413e-01     1.23059e-07          -1.23059e+00
        5     1.36524e-01     1.27477e-07          -1.27477e+00
        6     5.76908e-02     1.30028e-07          -1.30028e+00
        7     3.30474e-02     1.30473e-07          -1.30473e+00
        8     1.18067e-02     1.30741e-07          -1.30741e+00
        9     2.11118e-02     1.30851e-07          -1.30851e+00
       10     9.99829e-02     1.31072e-07          -1.31072e+00
       11     5.83712e-02     1.32439e-07          -1.32439e+00
       12     2.38001e-02     1.33640e-07          -1.33640e+00
       13     9.24709e-03     1.33707e-07          -1.33707e+00
       14     4.21952e-03     1.33732e-07          -1.33732e+00
       15     2.48608e-03     1.33739e-07          -1.33739e+00
       16     7.86651e-04     1.33739e-07          -1.33739e+00
       17     2.20016e-03     1.33740e-07          -1.33740e+00
       18     2.15387e-03     1.33740e-07          -1.33740e+00
       19     9.85604e-04     1.33741e-07          -1.33741e+00
       20     9.86745e-04     1.33741e-07          -1.33741e+00
       21     6.16195e-04     1.33741e-07          -1.33741e+00
       22     1.34526e-04     1.33741e-07          -1.33741e+00
       23     7.53972e-05     1.33741e-07          -1.33741e+00
       24     4.29737e-05     1.33741e-07          -1.33741e+00
       25     1.05664e-05     1.33741e-07          -1.33741e+00
       26     1.64233e-05     1.33741e-07          -1.33741e+00
       27     4.01990e-05     1.33741e-07          -1.33741e+00
       28     8.84261e-06     1.33741e-07          -1.33741e+00
       29     3.56569e-06     1.33741e-07          -1.33741e+00
       30     3.13339e-06     1.33741e-07          -1.33741e+00
       31     8.80737e-07     1.33741e-07          -1.33741e+00
       32     1.58174e-07     1.33741e-07          -1.33741e+00
       33     3.39498e-07     1.33741e-07          -1.33741e+00
       34     3.34186e-07     1.33741e-07          -1.33741e+00
       35     1.87084e-07     1.33741e-07          -1.33741e+00
       36     3.40473e-07     1.33741e-07          -1.33741e+00
       37     2.49635e-07     1.33741e-07          -1.33741e+00
       38     5.31061e-08     1.33741e-07          -1.33741e+00
