    0    0    0    0 0.8732558258 0.0000000000
    0    0    0    1 -0.0000000278 -0.0000000314
    0    1    0    0 -0.0000000278 0.0000000314
    0    1    0    1 0.1267441742 0.0000000000
    1    0    1    0 0.1522425624 0.0000000000
    1    0    1    1 -0.0000000328 0.0000000141
    1    1    1    0 -0.0000000328 -0.0000000141
    1    1    1    1 0.8477574376 0.0000000000
    2    0    2    0 0.1522425601 0.0000000000
    2    0    2    1 -0.0000000329 0.0000000135
    2    1    2    0 -0.0000000329 -0.0000000135
    2    1    2    1 0.8477574399 0.0000000000
    3    0    3    0 0.1522425531 0.0000000000
    3    0    3    1 -0.0000000329 0.0000000140
    3    1    3    0 -0.0000000329 -0.0000000140
    3    1    3    1 0.8477574469 0.0000000000
