 # inv_tmp, energy, phys_var, phys_doublon, phys_num, step_i
0.0000000000000000  0.0047265219267737 6.0733871612762460 0.0000000000000000 16.0000000000000000 0
0.0041664881947314  -0.0205608476324840 6.0562694625974638 0.0000000000000000 16.0000000000000000 1
0.0083325387244086  -0.0457738387378520 6.0403671358228586 0.0000000000000000 16.0000000000000000 2
0.0124981536001795  -0.0709122276928401 6.0256697322634727 0.0000000000000000 16.0000000000000000 3
0.0166633348400059  -0.0959757943114053 6.0121668115486813 0.0000000000000000 16.0000000000000000 4
0.0208280844685079  -0.1209643219964000 5.9998479421895530 0.0000000000000000 16.0000000000000000 5
0.0249924045168030  -0.1458775978152440 5.9887027021628478 0.0000000000000000 16.0000000000000000 6
0.0291562970223432  -0.1707154125728608 5.9787206795157850 0.0000000000000000 16.0000000000000000 7
0.0333197640287469  -0.1954775608817833 5.9698914729876194 0.0000000000000000 16.0000000000000000 8
0.0374828075856289  -0.2201638412296238 5.9622046926501344 0.0000000000000000 16.0000000000000000 9
0.0416454297484266  -0.2447740560438149 5.9556499605646938 0.0000000000000000 16.0000000000000000 10
0.0458076325782234  -0.2693080117536770 5.9502169114546133 0.0000000000000000 16.0000000000000000 11
0.0499694181415688  -0.2937655188498650 5.9458951933933077 0.0000000000000000 16.0000000000000000 12
0.0541307885102969  -0.3181463919411365 5.9426744685045687 0.0000000000000000 16.0000000000000000 13
0.0582917457613414  -0.3424504498086615 5.9405444136781789 0.0000000000000000 16.0000000000000000 14
0.0624522919765488  -0.3666775154576313 5.9394947212952696 0.0000000000000000 16.0000000000000000 15
0.0666124292424887  -0.3908274161664401 5.9395150999665889 0.0000000000000000 16.0000000000000000 16
0.0707721596502635  -0.4148999835333660 5.9405952752799545 0.0000000000000000 16.0000000000000000 17
0.0749314852953144  -0.4388950535206933 5.9427249905572088 0.0000000000000000 16.0000000000000000 18
0.0790904082772271  -0.4628124664965368 5.9458940076206837 0.0000000000000000 16.0000000000000000 19
0.0832489306995348  -0.4866520672742180 5.9500921075655011 0.0000000000000000 16.0000000000000000 20
0.0874070546695207  -0.5104137051491882 5.9553090915408067 0.0000000000000000 16.0000000000000000 21
0.0915647822980185  -0.5340972339337678 5.9615347815351889 0.0000000000000000 16.0000000000000000 22
0.0957221156992117  -0.5577025119894977 5.9687590211683554 0.0000000000000000 16.0000000000000000 23
0.0998790569904322  -0.5812294022572605 5.9769716764869854 0.0000000000000000 16.0000000000000000 24
0.1040356082919577  -0.6046777722850826 5.9861626367641110 0.0000000000000000 16.0000000000000000 25
