 # inv_temp, global_norm, global_1st_norm, step_i 
0.0000000000000000 208.8924127667110042 208.8924127667110042 0
0.0041664881947314 30.0000999950232341 208.8924127667110042 1
0.0083325387244086 30.0016792943527655 208.8924127667110042 2
0.0124981536001795 30.0032539415210096 208.8924127667110042 3
0.0166633348400059 30.0048239226000995 208.8924127667110042 4
0.0208280844685079 30.0063892238847245 208.8924127667110042 5
0.0249924045168030 30.0079498318950755 208.8924127667110042 6
0.0291562970223432 30.0095057333794770 208.8924127667110042 7
0.0333197640287469 30.0110569153237847 208.8924127667110042 8
0.0374828075856289 30.0126033649510724 208.8924127667110042 9
0.0416454297484266 30.0141450697282437 208.8924127667110042 10
0.0458076325782234 30.0156820173694605 208.8924127667110042 11
0.0499694181415688 30.0172141958388856 208.8924127667110042 12
0.0541307885102969 30.0187415933577277 208.8924127667110042 13
0.0582917457613414 30.0202641984030052 208.8924127667110042 14
0.0624522919765488 30.0217819997148787 208.8924127667110042 15
0.0666124292424887 30.0232949862972589 208.8924127667110042 16
0.0707721596502635 30.0248031474225989 208.8924127667110042 17
0.0749314852953144 30.0263064726340012 208.8924127667110042 18
0.0790904082772271 30.0278049517475978 208.8924127667110042 19
0.0832489306995348 30.0292985748556518 208.8924127667110042 20
0.0874070546695207 30.0307873323290160 208.8924127667110042 21
0.0915647822980185 30.0322712148190405 208.8924127667110042 22
0.0957221156992117 30.0337502132602019 208.8924127667110042 23
0.0998790569904322 30.0352243188706751 208.8924127667110042 24
0.1040356082919577 30.0366935231570977 208.8924127667110042 25
0.1081917717268085 30.0381578179134188 208.8924127667110042 26
0.1123475494205432 30.0396171952231157 208.8924127667110042 27
0.1165029435010542 30.0410716474618020 208.8924127667110042 28
0.1206579560983625 30.0425211672973838 208.8924127667110042 29
0.1248125893444127 30.0439657476922193 208.8924127667110042 30
0.1289668453728666 30.0454053819025155 208.8924127667110042 31
0.1331207263188984 30.0468400634806407 208.8924127667110042 32
0.1372742343189880 30.0482697862765527 208.8924127667110042 33
0.1414273715107161 30.0496945444363632 208.8924127667110042 34
0.1455801400325583 30.0511143324042465 208.8924127667110042 35
0.1497325420236801 30.0525291449229250 208.8924127667110042 36
0.1538845796237321 30.0539389770339085 208.8924127667110042 37
0.1580362549726460 30.0553438240766120 208.8924127667110042 38
0.1621875702104303 30.0567436816910245 208.8924127667110042 39
0.1663385274769683 30.0581385458148524 208.8924127667110042 40
0.1704891289118150 30.0595284126843190 208.8924127667110042 41
