    0    0    0    0 0.4908331202 0.0000000000
    0    0    0    1 0.0201121297 0.0574196604
    0    1    0    0 0.0201121297 -0.0574196604
    0    1    0    1 0.5091668798 0.0000000000
    1    0    1    0 0.5116462896 0.0000000000
    1    0    1    1 -0.0211758121 -0.0627153125
    1    1    1    0 -0.0211758121 0.0627153125
    1    1    1    1 0.4883537104 0.0000000000
    2    0    2    0 0.4845843439 0.0000000000
    2    0    2    1 0.0106859497 -0.2472077076
    2    1    2    0 0.0106859497 0.2472077076
    2    1    2    1 0.5154156561 0.0000000000
    3    0    3    0 0.5409255811 0.0000000000
    3    0    3    1 -0.0374852627 0.2420752336
    3    1    3    0 -0.0374852627 -0.2420752336
    3    1    3    1 0.4590744189 0.0000000000
    4    0    4    0 0.4963407587 0.0000000000
    4    0    4    1 -0.0141589997 0.0186852719
    4    1    4    0 -0.0141589997 -0.0186852719
    4    1    4    1 0.5036592413 0.0000000000
    5    0    5    0 0.5042378012 0.0000000000
    5    0    5    1 0.0115347580 -0.0257164676
    5    1    5    0 0.0115347580 0.0257164676
    5    1    5    1 0.4957621988 0.0000000000
    6    0    6    0 0.5053785492 0.0000000000
    6    0    6    1 -0.0079660188 -0.0216497408
    6    1    6    0 -0.0079660188 0.0216497408
    6    1    6    1 0.4946214508 0.0000000000
    7    0    7    0 0.4914365499 0.0000000000
    7    0    7    1 0.0011505058 0.0342061290
    7    1    7    0 0.0011505058 -0.0342061290
    7    1    7    1 0.5085634501 0.0000000000
    8    0    8    0 0.4978952433 0.0000000000
    8    0    8    1 0.0288145303 -0.0597484286
    8    1    8    0 0.0288145303 0.0597484286
    8    1    8    1 0.5021047567 0.0000000000
    9    0    9    0 0.5027769384 0.0000000000
    9    0    9    1 -0.0294007238 0.0596923958
    9    1    9    0 -0.0294007238 -0.0596923958
    9    1    9    1 0.4972230616 0.0000000000
   10    0   10    0 0.5078971791 0.0000000000
   10    0   10    1 -0.0002876570 -0.0272093981
   10    1   10    0 -0.0002876570 0.0272093981
   10    1   10    1 0.4921028209 0.0000000000
   11    0   11    0 0.4962035757 0.0000000000
   11    0   11    1 0.0059355139 0.0197722429
   11    1   11    0 0.0059355139 -0.0197722429
   11    1   11    1 0.5037964243 0.0000000000
   12    0   12    0 0.5293645480 0.0000000000
   12    0   12    1 -0.0162438490 -0.0583420442
   12    1   12    0 -0.0162438490 0.0583420442
   12    1   12    1 0.4706354520 0.0000000000
   13    0   13    0 0.4676778454 0.0000000000
   13    0   13    1 0.0135261508 0.0591724761
   13    1   13    0 0.0135261508 -0.0591724761
   13    1   13    1 0.5323221546 0.0000000000
   14    0   14    0 0.4821827656 0.0000000000
   14    0   14    1 0.0247652267 -0.2401945694
   14    1   14    0 0.0247652267 0.2401945694
   14    1   14    1 0.5178172344 0.0000000000
   15    0   15    0 0.5547934014 0.0000000000
   15    0   15    1 -0.0297642970 0.2347070565
   15    1   15    0 -0.0297642970 -0.2347070565
   15    1   15    1 0.4452065986 0.0000000000
