    0    0    0    0    0    0    0    0 0.4999999998 0.0000000000 
    0    0    0    0    0    1    0    1 0.0000000000 0.0000000000 
    0    1    0    1    0    0    0    0 0.0000000000 0.0000000000 
    0    1    0    1    0    1    0    1 0.5000000002 0.0000000000 
    0    0    0    1    0    1    0    0 0.4999999998 0.0000000000 
    0    1    0    0    0    0    0    1 0.5000000002 0.0000000000 
    0    0    0    1    0    0    0    1 0.0000000000 0.0000000000 
    0    1    0    0    0    1    0    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    1    1    1 0.4999999998 0.0000000000 
    0    1    0    1    1    0    1    0 0.5000000002 0.0000000000 
    0    1    0    1    1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    1    1    1    1    0 -0.5000000000 -0.0000000006 
    0    1    0    0    1    0    1    1 -0.5000000000 0.0000000006 
    0    0    0    1    1    0    1    1 0.0000000000 0.0000000000 
    0    1    0    0    1    1    1    0 0.0000000000 -0.0000000000 
    0    0    0    0    2    0    2    0 0.2499999999 0.0000000000 
    0    0    0    0    2    1    2    1 0.2499999999 0.0000000000 
    0    1    0    1    2    0    2    0 0.2500000001 0.0000000000 
    0    1    0    1    2    1    2    1 0.2500000001 0.0000000000 
    0    0    0    1    2    1    2    0 0.0000000000 0.0000000001 
    0    1    0    0    2    0    2    1 0.0000000000 -0.0000000001 
    0    0    0    1    2    0    2    1 0.0000000000 -0.0000000000 
    0    1    0    0    2    1    2    0 0.0000000000 0.0000000000 
    0    0    0    0    3    0    3    0 0.2499999999 0.0000000000 
    0    0    0    0    3    1    3    1 0.2499999999 0.0000000000 
    0    1    0    1    3    0    3    0 0.2500000001 0.0000000000 
    0    1    0    1    3    1    3    1 0.2500000001 0.0000000000 
    0    0    0    1    3    1    3    0 -0.0000000000 0.0000000001 
    0    1    0    0    3    0    3    1 -0.0000000000 -0.0000000001 
    0    0    0    1    3    0    3    1 -0.0000000000 0.0000000000 
    0    1    0    0    3    1    3    0 -0.0000000000 -0.0000000000 
    0    0    0    0    4    0    4    0 0.2500000001 0.0000000000 
    0    0    0    0    4    1    4    1 0.2499999997 0.0000000000 
    0    1    0    1    4    0    4    0 0.2500000003 0.0000000000 
    0    1    0    1    4    1    4    1 0.2499999999 0.0000000000 
    0    0    0    1    4    1    4    0 -0.0000000000 0.0000000000 
    0    1    0    0    4    0    4    1 -0.0000000000 -0.0000000000 
    0    0    0    1    4    0    4    1 0.0000000000 -0.0000000000 
    0    1    0    0    4    1    4    0 0.0000000000 0.0000000000 
    0    0    0    0    5    0    5    0 0.2499999997 0.0000000000 
    0    0    0    0    5    1    5    1 0.2500000001 0.0000000000 
    0    1    0    1    5    0    5    0 0.2499999999 0.0000000000 
    0    1    0    1    5    1    5    1 0.2500000003 0.0000000000 
    0    0    0    1    5    1    5    0 0.0000000000 -0.0000000000 
    0    1    0    0    5    0    5    1 0.0000000000 0.0000000000 
    0    0    0    1    5    0    5    1 -0.0000000000 0.0000000000 
    0    1    0    0    5    1    5    0 -0.0000000000 -0.0000000000 
    0    0    0    0    6    0    6    0 0.2499999999 0.0000000000 
    0    0    0    0    6    1    6    1 0.2499999999 0.0000000000 
    0    1    0    1    6    0    6    0 0.2500000001 0.0000000000 
    0    1    0    1    6    1    6    1 0.2500000001 0.0000000000 
    0    0    0    1    6    1    6    0 -0.0000000000 0.0000000002 
    0    1    0    0    6    0    6    1 -0.0000000000 -0.0000000002 
    0    0    0    1    6    0    6    1 -0.0000000000 0.0000000001 
    0    1    0    0    6    1    6    0 -0.0000000000 -0.0000000001 
    0    0    0    0    7    0    7    0 0.2499999999 0.0000000000 
    0    0    0    0    7    1    7    1 0.2499999999 0.0000000000 
    0    1    0    1    7    0    7    0 0.2500000001 0.0000000000 
    0    1    0    1    7    1    7    1 0.2500000001 0.0000000000 
    0    0    0    1    7    1    7    0 0.0000000000 0.0000000005 
    0    1    0    0    7    0    7    1 0.0000000000 -0.0000000005 
    0    0    0    1    7    0    7    1 0.0000000000 0.0000000000 
    0    1    0    0    7    1    7    0 0.0000000000 -0.0000000000 
    0    0    0    0    8    0    8    0 0.2499999997 0.0000000000 
    0    0    0    0    8    1    8    1 0.2500000002 0.0000000000 
    0    1    0    1    8    0    8    0 0.2499999998 0.0000000000 
    0    1    0    1    8    1    8    1 0.2500000003 0.0000000000 
    0    0    0    1    8    1    8    0 -0.0000000000 0.0000000000 
    0    1    0    0    8    0    8    1 -0.0000000000 -0.0000000000 
    0    0    0    1    8    0    8    1 -0.0000000000 -0.0000000000 
    0    1    0    0    8    1    8    0 -0.0000000000 0.0000000000 
    0    0    0    0    9    0    9    0 0.2500000002 0.0000000000 
    0    0    0    0    9    1    9    1 0.2499999997 0.0000000000 
    0    1    0    1    9    0    9    0 0.2500000003 0.0000000000 
    0    1    0    1    9    1    9    1 0.2499999998 0.0000000000 
    0    0    0    1    9    1    9    0 0.0000000000 -0.0000000000 
    0    1    0    0    9    0    9    1 0.0000000000 0.0000000000 
    0    0    0    1    9    0    9    1 0.0000000000 0.0000000000 
    0    1    0    0    9    1    9    0 0.0000000000 -0.0000000000 
    0    0    0    0   10    0   10    0 0.2499999999 0.0000000000 
    0    0    0    0   10    1   10    1 0.2499999999 0.0000000000 
    0    1    0    1   10    0   10    0 0.2500000001 0.0000000000 
    0    1    0    1   10    1   10    1 0.2500000001 0.0000000000 
    0    0    0    1   10    1   10    0 -0.0000000000 0.0000000005 
    0    1    0    0   10    0   10    1 -0.0000000000 -0.0000000005 
    0    0    0    1   10    0   10    1 -0.0000000000 0.0000000000 
    0    1    0    0   10    1   10    0 -0.0000000000 -0.0000000000 
    0    0    0    0   11    0   11    0 0.2499999999 0.0000000000 
    0    0    0    0   11    1   11    1 0.2499999999 0.0000000000 
    0    1    0    1   11    0   11    0 0.2500000001 0.0000000000 
    0    1    0    1   11    1   11    1 0.2500000001 0.0000000000 
    0    0    0    1   11    1   11    0 0.0000000000 0.0000000002 
    0    1    0    0   11    0   11    1 0.0000000000 -0.0000000002 
    0    0    0    1   11    0   11    1 0.0000000000 0.0000000001 
    0    1    0    0   11    1   11    0 0.0000000000 -0.0000000001 
    0    0    0    0   12    0   12    0 0.2499999999 0.0000000000 
    0    0    0    0   12    1   12    1 0.2499999999 0.0000000000 
    0    1    0    1   12    0   12    0 0.2500000001 0.0000000000 
    0    1    0    1   12    1   12    1 0.2500000001 0.0000000000 
    0    0    0    1   12    1   12    0 -0.0000000000 0.0000000000 
    0    1    0    0   12    0   12    1 -0.0000000000 -0.0000000000 
    0    0    0    1   12    0   12    1 -0.0000000000 0.0000000000 
    0    1    0    0   12    1   12    0 -0.0000000000 -0.0000000000 
    0    0    0    0   13    0   13    0 0.2499999999 0.0000000000 
    0    0    0    0   13    1   13    1 0.2499999999 0.0000000000 
    0    1    0    1   13    0   13    0 0.2500000001 0.0000000000 
    0    1    0    1   13    1   13    1 0.2500000001 0.0000000000 
    0    0    0    1   13    1   13    0 0.0000000000 -0.0000000000 
    0    1    0    0   13    0   13    1 0.0000000000 0.0000000000 
    0    0    0    1   13    0   13    1 0.0000000000 -0.0000000000 
    0    1    0    0   13    1   13    0 0.0000000000 0.0000000000 
    0    0    0    0   14    0   14    0 0.2499999999 0.0000000000 
    0    0    0    0   14    1   14    1 0.2499999999 0.0000000000 
    0    1    0    1   14    0   14    0 0.2500000001 0.0000000000 
    0    1    0    1   14    1   14    1 0.2500000001 0.0000000000 
    0    0    0    1   14    1   14    0 0.0000000000 -0.0000000000 
    0    1    0    0   14    0   14    1 0.0000000000 0.0000000000 
    0    0    0    1   14    0   14    1 0.0000000000 -0.0000000000 
    0    1    0    0   14    1   14    0 0.0000000000 0.0000000000 
    0    0    0    0   15    0   15    0 0.2499999999 0.0000000000 
    0    0    0    0   15    1   15    1 0.2499999999 0.0000000000 
    0    1    0    1   15    0   15    0 0.2500000001 0.0000000000 
    0    1    0    1   15    1   15    1 0.2500000001 0.0000000000 
    0    0    0    1   15    1   15    0 -0.0000000000 -0.0000000000 
    0    1    0    0   15    0   15    1 -0.0000000000 0.0000000000 
    0    0    0    1   15    0   15    1 -0.0000000000 0.0000000000 
    0    1    0    0   15    1   15    0 -0.0000000000 -0.0000000000 
    1    0    1    0    0    0    0    0 0.0000000000 0.0000000000 
    1    0    1    0    0    1    0    1 0.5000000002 0.0000000000 
    1    1    1    1    0    0    0    0 0.4999999998 0.0000000000 
    1    1    1    1    0    1    0    1 0.0000000000 0.0000000000 
    1    0    1    1    0    1    0    0 -0.5000000000 0.0000000006 
    1    1    1    0    0    0    0    1 -0.5000000000 -0.0000000006 
    1    0    1    1    0    0    0    1 0.0000000000 0.0000000000 
    1    1    1    0    0    1    0    0 0.0000000000 -0.0000000000 
    1    0    1    0    1    0    1    0 0.5000000002 0.0000000000 
    1    0    1    0    1    1    1    1 0.0000000000 0.0000000000 
    1    1    1    1    1    0    1    0 0.0000000000 0.0000000000 
    1    1    1    1    1    1    1    1 0.4999999998 0.0000000000 
    1    0    1    1    1    1    1    0 0.5000000002 0.0000000000 
    1    1    1    0    1    0    1    1 0.4999999998 0.0000000000 
    1    0    1    1    1    0    1    1 0.0000000000 0.0000000000 
    1    1    1    0    1    1    1    0 0.0000000000 0.0000000000 
    1    0    1    0    2    0    2    0 0.2500000001 0.0000000000 
    1    0    1    0    2    1    2    1 0.2500000001 0.0000000000 
    1    1    1    1    2    0    2    0 0.2499999999 0.0000000000 
    1    1    1    1    2    1    2    1 0.2499999999 0.0000000000 
    1    0    1    1    2    1    2    0 -0.0000000000 -0.0000000001 
    1    1    1    0    2    0    2    1 -0.0000000000 0.0000000001 
    1    0    1    1    2    0    2    1 -0.0000000000 0.0000000000 
    1    1    1    0    2    1    2    0 -0.0000000000 -0.0000000000 
    1    0    1    0    3    0    3    0 0.2500000001 0.0000000000 
    1    0    1    0    3    1    3    1 0.2500000001 0.0000000000 
    1    1    1    1    3    0    3    0 0.2499999999 0.0000000000 
    1    1    1    1    3    1    3    1 0.2499999999 0.0000000000 
    1    0    1    1    3    1    3    0 0.0000000000 -0.0000000001 
    1    1    1    0    3    0    3    1 0.0000000000 0.0000000001 
    1    0    1    1    3    0    3    1 0.0000000000 -0.0000000000 
    1    1    1    0    3    1    3    0 0.0000000000 0.0000000000 
    1    0    1    0    4    0    4    0 0.2500000003 0.0000000000 
    1    0    1    0    4    1    4    1 0.2499999999 0.0000000000 
    1    1    1    1    4    0    4    0 0.2500000001 0.0000000000 
    1    1    1    1    4    1    4    1 0.2499999997 0.0000000000 
    1    0    1    1    4    1    4    0 0.0000000000 -0.0000000000 
    1    1    1    0    4    0    4    1 0.0000000000 0.0000000000 
    1    0    1    1    4    0    4    1 -0.0000000000 0.0000000000 
    1    1    1    0    4    1    4    0 -0.0000000000 -0.0000000000 
    1    0    1    0    5    0    5    0 0.2499999999 0.0000000000 
    1    0    1    0    5    1    5    1 0.2500000003 0.0000000000 
