    0    0    0    0 0.4922329089 0.0000000000
    0    0    0    1 0.0145588035 0.0086452195
    0    1    0    0 0.0145588035 -0.0086452195
    0    1    0    1 0.5077670911 0.0000000000
    1    0    1    0 0.5382568114 0.0000000000
    1    0    1    1 -0.0031256280 -0.0325766510
    1    1    1    0 -0.0031256280 0.0325766510
    1    1    1    1 0.4617431886 0.0000000000
    2    0    2    0 0.4855875858 0.0000000000
    2    0    2    1 0.0054043804 -0.0422801794
    2    1    2    0 0.0054043804 0.0422801794
    2    1    2    1 0.5144124142 0.0000000000
    3    0    3    0 0.4988866701 0.0000000000
    3    0    3    1 -0.0210897006 0.0503069830
    3    1    3    0 -0.0210897006 -0.0503069830
    3    1    3    1 0.5011133299 0.0000000000
    4    0    4    0 0.5128283853 0.0000000000
    4    0    4    1 -0.0126642147 -0.0156074076
    4    1    4    0 -0.0126642147 0.0156074076
    4    1    4    1 0.4871716147 0.0000000000
    5    0    5    0 0.4969756951 0.0000000000
    5    0    5    1 0.0037541390 -0.0300622189
    5    1    5    0 0.0037541390 0.0300622189
    5    1    5    1 0.5030243049 0.0000000000
    6    0    6    0 0.4878458979 0.0000000000
    6    0    6    1 -0.0119216721 -0.0148041579
    6    1    6    0 -0.0119216721 0.0148041579
    6    1    6    1 0.5121541021 0.0000000000
    7    0    7    0 0.5073244828 0.0000000000
    7    0    7    1 0.0084473956 0.0499923225
    7    1    7    0 0.0084473956 -0.0499923225
    7    1    7    1 0.4926755172 0.0000000000
    8    0    8    0 0.4756811257 0.0000000000
    8    0    8    1 0.0095913025 -0.0284657935
    8    1    8    0 0.0095913025 0.0284657935
    8    1    8    1 0.5243188743 0.0000000000
    9    0    9    0 0.5313257678 0.0000000000
    9    0    9    1 -0.0082314118 0.0277930218
    9    1    9    0 -0.0082314118 -0.0277930218
    9    1    9    1 0.4686742322 0.0000000000
   10    0   10    0 0.4737690731 0.0000000000
   10    0   10    1 -0.0065558264 -0.0153934352
   10    1   10    0 -0.0065558264 0.0153934352
   10    1   10    1 0.5262309269 0.0000000000
   11    0   11    0 0.5068053674 0.0000000000
   11    0   11    1 -0.0071341580 -0.0015853920
   11    1   11    0 -0.0071341580 0.0015853920
   11    1   11    1 0.4931946326 0.0000000000
   12    0   12    0 0.5001527681 0.0000000000
   12    0   12    1 -0.0253889118 -0.0166530766
   12    1   12    0 -0.0253889118 0.0166530766
   12    1   12    1 0.4998472319 0.0000000000
   13    0   13    0 0.4901327032 0.0000000000
   13    0   13    1 0.0186147086 0.0167476948
   13    1   13    0 0.0186147086 -0.0167476948
   13    1   13    1 0.5098672968 0.0000000000
   14    0   14    0 0.4927902543 0.0000000000
   14    0   14    1 0.0139487316 -0.0190066510
   14    1   14    0 0.0139487316 0.0190066510
   14    1   14    1 0.5072097457 0.0000000000
   15    0   15    0 0.5243226727 0.0000000000
   15    0   15    1 0.0070095628 0.0163235937
   15    1   15    0 0.0070095628 -0.0163235937
   15    1   15    1 0.4756773273 0.0000000000
