Read File starts:   Wed Aug 21 11:16:01 2024
Read File finishes: Wed Aug 21 11:16:01 2024
initial sz : Wed Aug 21 11:16:01 2024
omp parallel sz starts: Wed Aug 21 11:16:01 2024
omp parallel sz finishes: Wed Aug 21 11:16:01 2024
diagonal calculation starts:   Wed Aug 21 11:16:01 2024
diagonal calculation finishes: Wed Aug 21 11:16:01 2024
set 0 step 0:TPQ begins: Wed Aug 21 11:16:01 2024
set 0 step 0:TPQ begins: Wed Aug 21 11:16:01 2024
set 0 step 0:TPQ finishes: Wed Aug 21 11:16:01 2024
set 0 step 0:expec_cisajs begins: Wed Aug 21 11:16:01 2024
set 0 step 0:expec_cisajs finishes: Wed Aug 21 11:16:01 2024
set 0 step 0:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:01 2024
set 0 step 0:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:02 2024
set 0 step 20:expec_cisajs begins: Wed Aug 21 11:16:03 2024
set 0 step 20:expec_cisajs finishes: Wed Aug 21 11:16:03 2024
set 0 step 20:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:03 2024
set 0 step 20:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:03 2024
set 0 step 40:expec_cisajs begins: Wed Aug 21 11:16:04 2024
set 0 step 40:expec_cisajs finishes: Wed Aug 21 11:16:04 2024
set 0 step 40:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:04 2024
set 0 step 40:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:04 2024
set 0 step 60:expec_cisajs begins: Wed Aug 21 11:16:05 2024
set 0 step 60:expec_cisajs finishes: Wed Aug 21 11:16:05 2024
set 0 step 60:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:05 2024
set 0 step 60:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:05 2024
set 0 step 80:expec_cisajs begins: Wed Aug 21 11:16:06 2024
set 0 step 80:expec_cisajs finishes: Wed Aug 21 11:16:06 2024
set 0 step 80:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:06 2024
set 0 step 80:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:07 2024
set 0 step 100:expec_cisajs begins: Wed Aug 21 11:16:08 2024
set 0 step 100:expec_cisajs finishes: Wed Aug 21 11:16:08 2024
set 0 step 100:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:08 2024
set 0 step 100:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:08 2024
set 0 step 120:expec_cisajs begins: Wed Aug 21 11:16:09 2024
set 0 step 120:expec_cisajs finishes: Wed Aug 21 11:16:09 2024
set 0 step 120:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:09 2024
set 0 step 120:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:09 2024
set 0 step 140:expec_cisajs begins: Wed Aug 21 11:16:10 2024
set 0 step 140:expec_cisajs finishes: Wed Aug 21 11:16:10 2024
set 0 step 140:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:10 2024
set 0 step 140:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:10 2024
set 0 step 160:expec_cisajs begins: Wed Aug 21 11:16:11 2024
set 0 step 160:expec_cisajs finishes: Wed Aug 21 11:16:11 2024
set 0 step 160:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:11 2024
set 0 step 160:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:11 2024
set 0 step 180:expec_cisajs begins: Wed Aug 21 11:16:12 2024
set 0 step 180:expec_cisajs finishes: Wed Aug 21 11:16:12 2024
set 0 step 180:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:12 2024
set 0 step 180:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:13 2024
set 0 step 200:expec_cisajs begins: Wed Aug 21 11:16:14 2024
set 0 step 200:expec_cisajs finishes: Wed Aug 21 11:16:14 2024
set 0 step 200:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:14 2024
set 0 step 200:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:14 2024
set 0 step 220:expec_cisajs begins: Wed Aug 21 11:16:15 2024
set 0 step 220:expec_cisajs finishes: Wed Aug 21 11:16:15 2024
set 0 step 220:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:15 2024
set 0 step 220:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:15 2024
set 0 step 240:expec_cisajs begins: Wed Aug 21 11:16:16 2024
set 0 step 240:expec_cisajs finishes: Wed Aug 21 11:16:16 2024
set 0 step 240:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:16 2024
set 0 step 240:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:17 2024
set 0 step 260:expec_cisajs begins: Wed Aug 21 11:16:18 2024
set 0 step 260:expec_cisajs finishes: Wed Aug 21 11:16:18 2024
set 0 step 260:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:18 2024
set 0 step 260:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:18 2024
set 0 step 280:expec_cisajs begins: Wed Aug 21 11:16:19 2024
set 0 step 280:expec_cisajs finishes: Wed Aug 21 11:16:19 2024
set 0 step 280:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:19 2024
set 0 step 280:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:19 2024
set 0 step 300:expec_cisajs begins: Wed Aug 21 11:16:20 2024
set 0 step 300:expec_cisajs finishes: Wed Aug 21 11:16:20 2024
set 0 step 300:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:20 2024
set 0 step 300:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:20 2024
set 0 step 320:expec_cisajs begins: Wed Aug 21 11:16:22 2024
set 0 step 320:expec_cisajs finishes: Wed Aug 21 11:16:22 2024
set 0 step 320:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:22 2024
set 0 step 320:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:22 2024
set 0 step 340:expec_cisajs begins: Wed Aug 21 11:16:23 2024
set 0 step 340:expec_cisajs finishes: Wed Aug 21 11:16:23 2024
set 0 step 340:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:23 2024
set 0 step 340:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:23 2024
set 0 step 360:expec_cisajs begins: Wed Aug 21 11:16:24 2024
set 0 step 360:expec_cisajs finishes: Wed Aug 21 11:16:24 2024
set 0 step 360:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:24 2024
set 0 step 360:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:24 2024
set 0 step 380:expec_cisajs begins: Wed Aug 21 11:16:25 2024
set 0 step 380:expec_cisajs finishes: Wed Aug 21 11:16:25 2024
set 0 step 380:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:25 2024
set 0 step 380:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:26 2024
set 0 step 400:expec_cisajs begins: Wed Aug 21 11:16:27 2024
set 0 step 400:expec_cisajs finishes: Wed Aug 21 11:16:27 2024
set 0 step 400:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:27 2024
set 0 step 400:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:27 2024
set 0 step 420:expec_cisajs begins: Wed Aug 21 11:16:28 2024
set 0 step 420:expec_cisajs finishes: Wed Aug 21 11:16:28 2024
set 0 step 420:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:28 2024
set 0 step 420:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:28 2024
set 0 step 440:expec_cisajs begins: Wed Aug 21 11:16:29 2024
set 0 step 440:expec_cisajs finishes: Wed Aug 21 11:16:29 2024
set 0 step 440:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:29 2024
set 0 step 440:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:30 2024
set 0 step 460:expec_cisajs begins: Wed Aug 21 11:16:31 2024
set 0 step 460:expec_cisajs finishes: Wed Aug 21 11:16:31 2024
set 0 step 460:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:31 2024
set 0 step 460:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:31 2024
set 0 step 480:expec_cisajs begins: Wed Aug 21 11:16:32 2024
set 0 step 480:expec_cisajs finishes: Wed Aug 21 11:16:32 2024
set 0 step 480:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:32 2024
set 0 step 480:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:32 2024
set 0 step 500:expec_cisajs begins: Wed Aug 21 11:16:33 2024
set 0 step 500:expec_cisajs finishes: Wed Aug 21 11:16:33 2024
set 0 step 500:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:33 2024
set 0 step 500:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:33 2024
set 0 step 520:expec_cisajs begins: Wed Aug 21 11:16:34 2024
set 0 step 520:expec_cisajs finishes: Wed Aug 21 11:16:34 2024
set 0 step 520:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:34 2024
set 0 step 520:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:35 2024
set 0 step 540:expec_cisajs begins: Wed Aug 21 11:16:36 2024
set 0 step 540:expec_cisajs finishes: Wed Aug 21 11:16:36 2024
set 0 step 540:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:36 2024
set 0 step 540:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:36 2024
set 0 step 560:expec_cisajs begins: Wed Aug 21 11:16:37 2024
set 0 step 560:expec_cisajs finishes: Wed Aug 21 11:16:37 2024
set 0 step 560:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:37 2024
set 0 step 560:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:37 2024
set 0 step 580:expec_cisajs begins: Wed Aug 21 11:16:38 2024
set 0 step 580:expec_cisajs finishes: Wed Aug 21 11:16:38 2024
set 0 step 580:expec_cisajscktaltdc finishes: Wed Aug 21 11:16:38 2024
