    0    0    0    0 0.4782537098 0.0000000000
    0    0    0    1 0.0221503174 0.0564970108
    0    1    0    0 0.0221503174 -0.0564970108
    0    1    0    1 0.5217462902 0.0000000000
    1    0    1    0 0.5418047910 0.0000000000
    1    0    1    1 -0.0245969301 -0.0843808616
    1    1    1    0 -0.0245969301 0.0843808616
    1    1    1    1 0.4581952090 0.0000000000
    2    0    2    0 0.4872332410 0.0000000000
    2    0    2    1 0.0014480068 -0.1621684678
    2    1    2    0 0.0014480068 0.1621684678
    2    1    2    1 0.5127667590 0.0000000000
    3    0    3    0 0.5341767448 0.0000000000
    3    0    3    1 -0.0480196446 0.1594109939
    3    1    3    0 -0.0480196446 -0.1594109939
    3    1    3    1 0.4658232552 0.0000000000
    4    0    4    0 0.4987370595 0.0000000000
    4    0    4    1 -0.0192752967 0.0076574829
    4    1    4    0 -0.0192752967 -0.0076574829
    4    1    4    1 0.5012629405 0.0000000000
    5    0    5    0 0.5053670219 0.0000000000
    5    0    5    1 0.0047162982 -0.0491413749
    5    1    5    0 0.0047162982 0.0491413749
    5    1    5    1 0.4946329781 0.0000000000
    6    0    6    0 0.4930076559 0.0000000000
    6    0    6    1 -0.0190957150 -0.0236100715
    6    1    6    0 -0.0190957150 0.0236100715
    6    1    6    1 0.5069923441 0.0000000000
    7    0    7    0 0.5003299107 0.0000000000
    7    0    7    1 0.0099732341 0.0664415240
    7    1    7    0 0.0099732341 -0.0664415240
    7    1    7    1 0.4996700893 0.0000000000
    8    0    8    0 0.4819229216 0.0000000000
    8    0    8    1 0.0359989887 -0.0753187222
    8    1    8    0 0.0359989887 0.0753187222
    8    1    8    1 0.5180770784 0.0000000000
    9    0    9    0 0.5272614081 0.0000000000
    9    0    9    1 -0.0376362314 0.0758786905
    9    1    9    0 -0.0376362314 -0.0758786905
    9    1    9    1 0.4727385919 0.0000000000
   10    0   10    0 0.4910301084 0.0000000000
   10    0   10    1 -0.0045708938 -0.0322025520
   10    1   10    0 -0.0045708938 0.0322025520
   10    1   10    1 0.5089698916 0.0000000000
   11    0   11    0 0.5043995791 0.0000000000
   11    0   11    1 0.0092930540 0.0084302941
   11    1   11    0 0.0092930540 -0.0084302941
   11    1   11    1 0.4956004209 0.0000000000
   12    0   12    0 0.5279944064 0.0000000000
   12    0   12    1 -0.0385935757 -0.0572627504
   12    1   12    0 -0.0385935757 0.0572627504
   12    1   12    1 0.4720055936 0.0000000000
   13    0   13    0 0.4571072664 0.0000000000
   13    0   13    1 0.0258558781 0.0600096629
   13    1   13    0 0.0258558781 -0.0600096629
   13    1   13    1 0.5428927336 0.0000000000
   14    0   14    0 0.4878667464 0.0000000000
   14    0   14    1 0.0355411067 -0.1391785889
   14    1   14    0 0.0355411067 0.1391785889
   14    1   14    1 0.5121332536 0.0000000000
   15    0   15    0 0.5724900478 0.0000000000
   15    0   15    1 -0.0189050936 0.1189283607
   15    1   15    0 -0.0189050936 -0.1189283607
   15    1   15    1 0.4275099522 0.0000000000
