    0    0    0    0 0.4981284350 0.0000000000
    0    0    0    1 -0.0005307541 -0.0018507014
    0    1    0    0 -0.0005307541 0.0018507014
    0    1    0    1 0.5018715650 0.0000000000
    1    0    1    0 0.4996089849 0.0000000000
    1    0    1    1 0.0020578891 -0.0001151918
    1    1    1    0 0.0020578891 0.0001151918
    1    1    1    1 0.5003910151 0.0000000000
    2    0    2    0 0.4997140080 0.0000000000
    2    0    2    1 -0.0004257047 0.0007403600
    2    1    2    0 -0.0004257047 -0.0007403600
    2    1    2    1 0.5002859920 0.0000000000
    3    0    3    0 0.4996418638 0.0000000000
    3    0    3    1 -0.0001322824 -0.0016369717
    3    1    3    0 -0.0001322824 0.0016369717
    3    1    3    1 0.5003581362 0.0000000000
    4    0    4    0 0.4977435926 0.0000000000
    4    0    4    1 -0.0003274737 0.0007845580
    4    1    4    0 -0.0003274737 -0.0007845580
    4    1    4    1 0.5022564074 0.0000000000
    5    0    5    0 0.4979504528 0.0000000000
    5    0    5    1 0.0001625339 -0.0005539805
    5    1    5    0 0.0001625339 0.0005539805
    5    1    5    1 0.5020495472 0.0000000000
    6    0    6    0 0.4995358609 0.0000000000
    6    0    6    1 -0.0008981890 -0.0016696851
    6    1    6    0 -0.0008981890 0.0016696851
    6    1    6    1 0.5004641391 0.0000000000
    7    0    7    0 0.5006173651 0.0000000000
    7    0    7    1 0.0019729316 0.0033490387
    7    1    7    0 0.0019729316 -0.0033490387
    7    1    7    1 0.4993826349 0.0000000000
    8    0    8    0 0.4991902624 0.0000000000
    8    0    8    1 0.0025432991 0.0026575022
    8    1    8    0 0.0025432991 -0.0026575022
    8    1    8    1 0.5008097376 0.0000000000
    9    0    9    0 0.5010134742 0.0000000000
    9    0    9    1 0.0016125682 0.0013549203
    9    1    9    0 0.0016125682 -0.0013549203
    9    1    9    1 0.4989865258 0.0000000000
   10    0   10    0 0.4998043405 0.0000000000
   10    0   10    1 -0.0010519638 0.0016139494
   10    1   10    0 -0.0010519638 -0.0016139494
   10    1   10    1 0.5001956595 0.0000000000
   11    0   11    0 0.5004796159 0.0000000000
   11    0   11    1 -0.0027671191 0.0007731843
   11    1   11    0 -0.0027671191 -0.0007731843
   11    1   11    1 0.4995203841 0.0000000000
   12    0   12    0 0.4999820095 0.0000000000
   12    0   12    1 -0.0002342677 -0.0010286826
   12    1   12    0 -0.0002342677 0.0010286826
   12    1   12    1 0.5000179905 0.0000000000
   13    0   13    0 0.5014578455 0.0000000000
   13    0   13    1 -0.0012980050 -0.0025094299
   13    1   13    0 -0.0012980050 0.0025094299
   13    1   13    1 0.4985421545 0.0000000000
   14    0   14    0 0.5020843273 0.0000000000
   14    0   14    1 0.0026926955 0.0009253002
   14    1   14    0 0.0026926955 -0.0009253002
   14    1   14    1 0.4979156727 0.0000000000
   15    0   15    0 0.5015411770 0.0000000000
   15    0   15    1 -0.0039376277 -0.0004687451
   15    1   15    0 -0.0039376277 0.0004687451
   15    1   15    1 0.4984588230 0.0000000000
