 # inv_tmp, energy, phys_var, phys_doublon, phys_num, step_i
0.0000000000000000  -0.0174632109915520 6.0317286425460406 0.0000000000000000 16.0000000000000000 0
0.0041662971213043  -0.0425754017941756 6.0164156700196001 0.0000000000000000 16.0000000000000000 1
0.0083321596078482  -0.0676161114728442 6.0022687077595123 0.0000000000000000 16.0000000000000000 2
0.0124975893973700  -0.0925849958443985 5.9892779912499563 0.0000000000000000 16.0000000000000000 3
0.0166625884386083  -0.1174817151145359 5.9774337398579123 0.0000000000000000 16.0000000000000000 4
0.0208271586911056  -0.1423059339620661 5.9667261579559767 0.0000000000000000 16.0000000000000000 5
0.0249913021250066  -0.1670573216211595 5.9571454360590650 0.0000000000000000 16.0000000000000000 6
0.0291550207208534  -0.1917355519614555 5.9486817519692456 0.0000000000000000 16.0000000000000000 7
0.0333183164693765  -0.2163403035662006 5.9413252719341028 0.0000000000000000 16.0000000000000000 8
0.0374811913712818  -0.2408712598081516 5.9350661518119372 0.0000000000000000 16.0000000000000000 9
0.0416436474370351  -0.2653281089234530 5.9298945382479866 0.0000000000000000 16.0000000000000000 10
0.0458056866866415  -0.2897105440833323 5.9258005698562064 0.0000000000000000 16.0000000000000000 11
0.0499673111494227  -0.3140182634636658 5.9227743784115434 0.0000000000000000 16.0000000000000000 12
0.0541285228637911  -0.3382509703123736 5.9208060900456188 0.0000000000000000 16.0000000000000000 13
0.0582893238770200  -0.3624083730146477 5.9198858264516900 0.0000000000000000 16.0000000000000000 14
0.0624497162450115  -0.3864901851559633 5.9200037060908501 0.0000000000000000 16.0000000000000000 15
0.0666097020320617  -0.4104961255829738 5.9211498454062337 0.0000000000000000 16.0000000000000000 16
0.0707692833106227  -0.4344259184621385 5.9233143600394209 0.0000000000000000 16.0000000000000000 17
0.0749284621610626  -0.4582792933361526 5.9264873660488941 0.0000000000000000 16.0000000000000000 18
0.0790872406714231  -0.4820559851782288 5.9306589811327193 0.0000000000000000 16.0000000000000000 19
0.0832456209371743  -0.5057557344441064 5.9358193258515586 0.0000000000000000 16.0000000000000000 20
0.0874036050609678  -0.5293782871218620 5.9419585248524704 0.0000000000000000 16.0000000000000000 21
0.0915611951523881  -0.5529233947795319 5.9490667080932091 0.0000000000000000 16.0000000000000000 22
0.0957183933277013  -0.5763908146105019 5.9571340120663940 0.0000000000000000 16.0000000000000000 23
0.0998752017096033  -0.5997803094766597 5.9661505810213233 0.0000000000000000 16.0000000000000000 24
0.1040316224269649  -0.6230916479494469 5.9761065681850631 0.0000000000000000 16.0000000000000000 25
0.1081876576145768  -0.6463246043485461 5.9869921369802217 0.0000000000000000 16.0000000000000000 26
0.1123433094128928  -0.6694789587785026 5.9987974622395850 0.0000000000000000 16.0000000000000000 27
0.1164985799677712  -0.6925544971631262 6.0115127314167047 0.0000000000000000 16.0000000000000000 28
0.1206534714302166  -0.7155510112775809 6.0251281457930039 0.0000000000000000 16.0000000000000000 29
0.1248079859561187  -0.7384682987786575 6.0396339216782975 0.0000000000000000 16.0000000000000000 30
0.1289621257059927  -0.7613061632323390 6.0550202916060840 0.0000000000000000 16.0000000000000000 31
0.1331158928447167  -0.7840644141397043 6.0712775055228088 0.0000000000000000 16.0000000000000000 32
0.1372692895412705  -0.8067428669604497 6.0883958319695610 0.0000000000000000 16.0000000000000000 33
0.1414223179684726  -0.8293413431343106 6.1063655592571831 0.0000000000000000 16.0000000000000000 34
0.1455749803027176  -0.8518596701003652 6.1251769966309704 0.0000000000000000 16.0000000000000000 35
0.1497272787237132  -0.8742976813143253 6.1448204754303291 0.0000000000000000 16.0000000000000000 36
0.1538792154142173  -0.8966552162635492 6.1652863502350765 0.0000000000000000 16.0000000000000000 37
0.1580307925597747  -0.9189321204802946 6.1865650000056025 0.0000000000000000 16.0000000000000000 38
0.1621820123484549  -0.9411282455525003 6.2086468292099122 0.0000000000000000 16.0000000000000000 39
0.1663328769705888  -0.9632434491329780 6.2315222689418386 0.0000000000000000 16.0000000000000000 40
0.1704833886185076  -0.9852775949462693 6.2551817780267633 0.0000000000000000 16.0000000000000000 41
0.1746335494862805  -1.0072305527936072 6.2796158441158418 0.0000000000000000 16.0000000000000000 42
