    Step   Residual-2-norm     Threshold      Energy
        1     1.33227e+00     1.00000e-07           8.99083e-03
        2     1.26908e+00     1.00000e-07          -5.29142e-01
        3     7.62906e-01     1.35919e-07          -1.35919e+00
        4     4.14709e-01     1.81661e-07          -1.81661e+00
        5     2.96581e-01     2.03851e-07          -2.03851e+00
        6     2.11690e-01     2.10993e-07          -2.10993e+00
        7     2.46318e-01     2.14561e-07          -2.14561e+00
        8     1.88282e-01     2.19535e-07          -2.19535e+00
        9     1.17919e-01     2.23169e-07          -2.23169e+00
       10     1.14459e-01     2.24231e-07          -2.24231e+00
       11     8.46448e-02     2.25212e-07          -2.25212e+00
       12     3.79453e-02     2.26048e-07          -2.26048e+00
       13     2.44322e-02     2.26261e-07          -2.26261e+00
       14     8.37682e-03     2.26299e-07          -2.26299e+00
       15     9.35738e-03     2.26317e-07          -2.26317e+00
       16     7.87409e-03     2.26323e-07          -2.26323e+00
       17     3.89086e-03     2.26326e-07          -2.26326e+00
       18     1.75721e-03     2.26328e-07          -2.26328e+00
       19     2.86285e-03     2.26328e-07          -2.26328e+00
       20     1.41708e-03     2.26329e-07          -2.26329e+00
       21     7.72245e-04     2.26329e-07          -2.26329e+00
       22     3.97091e-04     2.26329e-07          -2.26329e+00
       23     2.34959e-04     2.26329e-07          -2.26329e+00
       24     1.91995e-04     2.26329e-07          -2.26329e+00
       25     1.08950e-04     2.26329e-07          -2.26329e+00
       26     5.87707e-05     2.26329e-07          -2.26329e+00
       27     3.84414e-05     2.26329e-07          -2.26329e+00
       28     4.32240e-05     2.26329e-07          -2.26329e+00
       29     2.55243e-05     2.26329e-07          -2.26329e+00
       30     1.19675e-05     2.26329e-07          -2.26329e+00
       31     6.03883e-06     2.26329e-07          -2.26329e+00
       32     2.35075e-06     2.26329e-07          -2.26329e+00
       33     3.15347e-06     2.26329e-07          -2.26329e+00
       34     1.41388e-06     2.26329e-07          -2.26329e+00
       35     8.54777e-07     2.26329e-07          -2.26329e+00
       36     1.06415e-06     2.26329e-07          -2.26329e+00
       37     7.68348e-07     2.26329e-07          -2.26329e+00
       38     3.44304e-07     2.26329e-07          -2.26329e+00
       39     2.01727e-07     2.26329e-07          -2.26329e+00
