    Step   Residual-2-norm     Threshold      Energy
        1     9.40764e-01     1.00000e-07           2.17298e-03
        2     1.01020e+00     1.00000e-07          -2.80197e-01
        3     4.16871e-01     1.00000e-07          -8.97033e-01
        4     1.33527e-01     1.25932e-07          -1.25932e+00
        5     2.78437e-01     1.31751e-07          -1.31751e+00
        6     1.31587e-01     1.36151e-07          -1.36151e+00
        7     1.46210e-01     1.38528e-07          -1.38528e+00
        8     2.42823e-01     1.45831e-07          -1.45831e+00
        9     1.00381e-01     1.52894e-07          -1.52894e+00
       10     5.87342e-02     1.54082e-07          -1.54082e+00
       11     2.15353e-02     1.54718e-07          -1.54718e+00
       12     1.37398e-02     1.54946e-07          -1.54946e+00
       13     1.21241e-02     1.54963e-07          -1.54963e+00
       14     5.13549e-03     1.54984e-07          -1.54984e+00
       15     4.62862e-03     1.54997e-07          -1.54997e+00
       16     2.64038e-03     1.54998e-07          -1.54998e+00
       17     6.05487e-04     1.54999e-07          -1.54999e+00
       18     4.41103e-04     1.55000e-07          -1.55000e+00
       19     3.76460e-04     1.55000e-07          -1.55000e+00
       20     1.56092e-04     1.55000e-07          -1.55000e+00
       21     1.49626e-04     1.55000e-07          -1.55000e+00
       22     1.37246e-04     1.55000e-07          -1.55000e+00
       23     2.31669e-05     1.55000e-07          -1.55000e+00
       24     1.19103e-05     1.55000e-07          -1.55000e+00
       25     1.51098e-05     1.55000e-07          -1.55000e+00
       26     4.38331e-06     1.55000e-07          -1.55000e+00
       27     4.37796e-06     1.55000e-07          -1.55000e+00
       28     4.37705e-06     1.55000e-07          -1.55000e+00
       29     5.53802e-07     1.55000e-07          -1.55000e+00
       30     4.37149e-07     1.55000e-07          -1.55000e+00
       31     3.25232e-07     1.55000e-07          -1.55000e+00
       32     1.15647e-07     1.55000e-07          -1.55000e+00
