    Step   Residual-2-norm     Threshold      Energy
        1     1.28430e+00     1.00000e-07           3.03378e-01
        2     1.57578e+00     1.00000e-07          -3.61737e-01
        3     6.92110e-01     1.40049e-07          -1.40049e+00
        4     2.95194e-01     1.86436e-07          -1.86436e+00
        5     3.13823e-01     2.00382e-07          -2.00382e+00
        6     2.67898e-01     2.07262e-07          -2.07262e+00
        7     5.55084e-01     2.13877e-07          -2.13877e+00
        8     4.07407e-01     2.32274e-07          -2.32274e+00
        9     2.02419e-01     2.48050e-07          -2.48050e+00
       10     9.37610e-02     2.50945e-07          -2.50945e+00
       11     4.22582e-02     2.52013e-07          -2.52013e+00
       12     4.14176e-02     2.52260e-07          -2.52260e+00
       13     2.22136e-02     2.52353e-07          -2.52353e+00
       14     1.02766e-02     2.52420e-07          -2.52420e+00
       15     6.13787e-03     2.52433e-07          -2.52433e+00
       16     2.46101e-03     2.52435e-07          -2.52435e+00
       17     1.39446e-03     2.52436e-07          -2.52436e+00
       18     1.50710e-03     2.52436e-07          -2.52436e+00
       19     6.86572e-04     2.52437e-07          -2.52437e+00
       20     3.32297e-04     2.52437e-07          -2.52437e+00
       21     2.04075e-04     2.52437e-07          -2.52437e+00
       22     8.29585e-05     2.52437e-07          -2.52437e+00
       23     4.63597e-05     2.52437e-07          -2.52437e+00
       24     4.60380e-05     2.52437e-07          -2.52437e+00
       25     2.49726e-05     2.52437e-07          -2.52437e+00
       26     1.16158e-05     2.52437e-07          -2.52437e+00
       27     5.29309e-06     2.52437e-07          -2.52437e+00
       28     2.02705e-06     2.52437e-07          -2.52437e+00
       29     1.76060e-06     2.52437e-07          -2.52437e+00
       30     1.15501e-06     2.52437e-07          -2.52437e+00
       31     7.78037e-07     2.52437e-07          -2.52437e+00
       32     2.49061e-07     2.52437e-07          -2.52437e+00
