    Step   Residual-2-norm     Threshold      Energy
        1     1.13747e+00     1.00000e-07           1.93416e-01
        2     1.39285e+00     1.00000e-07          -3.18688e-01
        3     5.89731e-01     1.18710e-07          -1.18710e+00
        4     2.38858e-01     1.61435e-07          -1.61435e+00
        5     2.94629e-01     1.72646e-07          -1.72646e+00
        6     2.01690e-01     1.78385e-07          -1.78385e+00
        7     3.12251e-01     1.82108e-07          -1.82108e+00
        8     3.75644e-01     1.97191e-07          -1.97191e+00
        9     1.92799e-01     2.11994e-07          -2.11994e+00
       10     9.58401e-02     2.14684e-07          -2.14684e+00
       11     2.99917e-02     2.15837e-07          -2.15837e+00
       12     2.80496e-02     2.16144e-07          -2.16144e+00
       13     2.20965e-02     2.16188e-07          -2.16188e+00
       14     7.23369e-03     2.16225e-07          -2.16225e+00
       15     4.55535e-03     2.16242e-07          -2.16242e+00
       16     2.76354e-03     2.16244e-07          -2.16244e+00
       17     6.67265e-04     2.16244e-07          -2.16244e+00
       18     5.92794e-04     2.16244e-07          -2.16244e+00
       19     5.27744e-04     2.16244e-07          -2.16244e+00
       20     2.21187e-04     2.16244e-07          -2.16244e+00
       21     1.20143e-04     2.16244e-07          -2.16244e+00
       22     5.76970e-05     2.16244e-07          -2.16244e+00
       23     2.21288e-05     2.16244e-07          -2.16244e+00
       24     1.23501e-05     2.16244e-07          -2.16244e+00
       25     8.38192e-06     2.16244e-07          -2.16244e+00
       26     6.67481e-06     2.16244e-07          -2.16244e+00
       27     3.69696e-06     2.16244e-07          -2.16244e+00
       28     5.87514e-07     2.16244e-07          -2.16244e+00
       29     4.71218e-07     2.16244e-07          -2.16244e+00
       30     3.19771e-07     2.16244e-07          -2.16244e+00
       31     1.61924e-07     2.16244e-07          -2.16244e+00
