    Step   Residual-2-norm     Threshold      Energy
        1     1.26629e+00     1.00000e-07           2.89037e-01
        2     1.54294e+00     1.00000e-07          -3.53213e-01
        3     6.79295e-01     1.36270e-07          -1.36270e+00
        4     2.88191e-01     1.81980e-07          -1.81980e+00
        5     3.26888e-01     1.95909e-07          -1.95909e+00
        6     2.82400e-01     2.03026e-07          -2.03026e+00
        7     5.46901e-01     2.10200e-07          -2.10200e+00
        8     4.12430e-01     2.28496e-07          -2.28496e+00
        9     2.04099e-01     2.43917e-07          -2.43917e+00
       10     9.73918e-02     2.46942e-07          -2.46942e+00
       11     4.51819e-02     2.48071e-07          -2.48071e+00
       12     4.42318e-02     2.48343e-07          -2.48343e+00
       13     2.25997e-02     2.48449e-07          -2.48449e+00
       14     1.13392e-02     2.48522e-07          -2.48522e+00
       15     6.92403e-03     2.48537e-07          -2.48537e+00
       16     2.64043e-03     2.48540e-07          -2.48540e+00
       17     1.63373e-03     2.48541e-07          -2.48541e+00
       18     1.64845e-03     2.48541e-07          -2.48541e+00
       19     7.34166e-04     2.48541e-07          -2.48541e+00
       20     4.15594e-04     2.48542e-07          -2.48542e+00
       21     2.41648e-04     2.48542e-07          -2.48542e+00
       22     9.02225e-05     2.48542e-07          -2.48542e+00
       23     5.81688e-05     2.48542e-07          -2.48542e+00
       24     5.27777e-05     2.48542e-07          -2.48542e+00
       25     2.99845e-05     2.48542e-07          -2.48542e+00
       26     1.48324e-05     2.48542e-07          -2.48542e+00
       27     6.69635e-06     2.48542e-07          -2.48542e+00
       28     2.66026e-06     2.48542e-07          -2.48542e+00
       29     2.14853e-06     2.48542e-07          -2.48542e+00
       30     1.51839e-06     2.48542e-07          -2.48542e+00
       31     1.05114e-06     2.48542e-07          -2.48542e+00
       32     2.93986e-07     2.48542e-07          -2.48542e+00
       33     1.56448e-07     2.48542e-07          -2.48542e+00
