    0    0    0    0 0.7527073835 0.0000000000
    0    0    0    1 -0.0000000285 -0.0000000600
    0    1    0    0 -0.0000000285 0.0000000600
    0    1    0    1 0.2472926165 0.0000000000
    1    0    1    0 0.2779878343 0.0000000000
    1    0    1    1 -0.0000000086 0.0000000287
    1    1    1    0 -0.0000000086 -0.0000000287
    1    1    1    1 0.7220121657 0.0000000000
    2    0    2    0 0.2779878555 0.0000000000
    2    0    2    1 -0.0000000233 0.0000000050
    2    1    2    0 -0.0000000233 -0.0000000050
    2    1    2    1 0.7220121445 0.0000000000
    3    0    3    0 0.2779878977 0.0000000000
    3    0    3    1 0.0000000137 0.0000000266
    3    1    3    0 0.0000000137 -0.0000000266
    3    1    3    1 0.7220121023 0.0000000000
