    Step   Residual-2-norm     Threshold      Energy
        1     1.18395e+00     1.00000e-07           2.29274e-01
        2     1.45084e+00     1.00000e-07          -3.31591e-01
        3     6.22851e-01     1.25193e-07          -1.25193e+00
        4     2.57348e-01     1.68972e-07          -1.68972e+00
        5     3.03488e-01     1.81203e-07          -1.81203e+00
        6     2.26310e-01     1.87370e-07          -1.87370e+00
        7     3.90667e-01     1.91984e-07          -1.91984e+00
        8     3.94206e-01     2.08307e-07          -2.08307e+00
        9     2.01199e-01     2.23750e-07          -2.23750e+00
       10     9.83179e-02     2.26643e-07          -2.26643e+00
       11     3.49718e-02     2.27835e-07          -2.27835e+00
       12     3.48030e-02     2.28131e-07          -2.28131e+00
       13     2.37979e-02     2.28196e-07          -2.28196e+00
       14     8.46947e-03     2.28247e-07          -2.28247e+00
       15     6.01226e-03     2.28264e-07          -2.28264e+00
       16     2.79700e-03     2.28267e-07          -2.28267e+00
       17     9.10224e-04     2.28267e-07          -2.28267e+00
       18     9.68978e-04     2.28268e-07          -2.28268e+00
       19     6.49490e-04     2.28268e-07          -2.28268e+00
       20     2.92564e-04     2.28268e-07          -2.28268e+00
       21     1.52396e-04     2.28268e-07          -2.28268e+00
       22     8.42374e-05     2.28268e-07          -2.28268e+00
       23     2.91662e-05     2.28268e-07          -2.28268e+00
       24     2.29392e-05     2.28268e-07          -2.28268e+00
       25     1.65711e-05     2.28268e-07          -2.28268e+00
       26     1.00328e-05     2.28268e-07          -2.28268e+00
       27     4.34165e-06     2.28268e-07          -2.28268e+00
       28     1.30940e-06     2.28268e-07          -2.28268e+00
       29     8.77321e-07     2.28268e-07          -2.28268e+00
       30     5.19485e-07     2.28268e-07          -2.28268e+00
       31     3.86611e-07     2.28268e-07          -2.28268e+00
       32     2.95135e-07     2.28268e-07          -2.28268e+00
       33     6.56150e-08     2.28268e-07          -2.28268e+00
