    Step   Residual-2-norm     Threshold      Energy
        1     1.41083e+00     1.00000e-07           3.60501e-02
        2     1.33592e+00     1.00000e-07          -5.61212e-01
        3     8.34008e-01     1.46460e-07          -1.46460e+00
        4     4.26166e-01     1.94456e-07          -1.94456e+00
        5     2.87431e-01     2.17258e-07          -2.17258e+00
        6     2.26329e-01     2.24152e-07          -2.24152e+00
        7     2.67762e-01     2.27940e-07          -2.27940e+00
        8     1.86189e-01     2.33066e-07          -2.33066e+00
        9     1.25518e-01     2.36583e-07          -2.36583e+00
       10     1.44984e-01     2.37746e-07          -2.37746e+00
       11     9.67634e-02     2.39055e-07          -2.39055e+00
       12     4.11089e-02     2.40131e-07          -2.40131e+00
       13     2.57747e-02     2.40380e-07          -2.40380e+00
       14     9.67876e-03     2.40422e-07          -2.40422e+00
       15     1.23997e-02     2.40442e-07          -2.40442e+00
       16     7.87570e-03     2.40450e-07          -2.40450e+00
       17     3.83581e-03     2.40455e-07          -2.40455e+00
       18     2.89954e-03     2.40456e-07          -2.40456e+00
       19     4.09213e-03     2.40457e-07          -2.40457e+00
       20     1.67897e-03     2.40458e-07          -2.40458e+00
       21     8.76290e-04     2.40458e-07          -2.40458e+00
       22     4.84181e-04     2.40458e-07          -2.40458e+00
       23     3.45721e-04     2.40458e-07          -2.40458e+00
       24     2.91250e-04     2.40458e-07          -2.40458e+00
       25     1.18935e-04     2.40458e-07          -2.40458e+00
       26     8.73626e-05     2.40458e-07          -2.40458e+00
       27     8.37783e-05     2.40458e-07          -2.40458e+00
       28     5.27485e-05     2.40458e-07          -2.40458e+00
       29     3.14813e-05     2.40458e-07          -2.40458e+00
       30     1.25783e-05     2.40458e-07          -2.40458e+00
       31     7.05500e-06     2.40458e-07          -2.40458e+00
       32     5.80491e-06     2.40458e-07          -2.40458e+00
       33     5.79119e-06     2.40458e-07          -2.40458e+00
       34     1.88311e-06     2.40458e-07          -2.40458e+00
       35     2.41616e-06     2.40458e-07          -2.40458e+00
       36     2.40427e-06     2.40458e-07          -2.40458e+00
       37     1.01805e-06     2.40458e-07          -2.40458e+00
       38     4.38991e-07     2.40458e-07          -2.40458e+00
       39     2.58933e-07     2.40458e-07          -2.40458e+00
       40     1.51342e-07     2.40458e-07          -2.40458e+00
