    Step   Residual-2-norm     Threshold      Energy
        1     8.81463e-01     1.00000e-07          -1.14965e-01
        2     7.68226e-01     1.00000e-07          -3.17002e-01
        3     3.08432e-01     1.00000e-07          -8.09104e-01
        4     7.18517e-02     1.10588e-07          -1.10588e+00
        5     1.41170e-01     1.13462e-07          -1.13462e+00
        6     5.07161e-02     1.15951e-07          -1.15951e+00
        7     5.78620e-02     1.16449e-07          -1.16449e+00
        8     6.15053e-02     1.19020e-07          -1.19020e+00
        9     3.62360e-02     1.21438e-07          -1.21438e+00
       10     2.95323e-02     1.21580e-07          -1.21580e+00
       11     5.16377e-03     1.21763e-07          -1.21763e+00
       12     3.63781e-03     1.21861e-07          -1.21861e+00
       13     2.11198e-03     1.21863e-07          -1.21863e+00
       14     1.82942e-03     1.21864e-07          -1.21864e+00
       15     8.26973e-04     1.21866e-07          -1.21866e+00
       16     1.33789e-03     1.21866e-07          -1.21866e+00
       17     3.62280e-04     1.21866e-07          -1.21866e+00
       18     4.18164e-05     1.21867e-07          -1.21867e+00
       19     9.08611e-05     1.21867e-07          -1.21867e+00
       20     3.32682e-05     1.21867e-07          -1.21867e+00
       21     1.76397e-05     1.21867e-07          -1.21867e+00
       22     2.75647e-05     1.21867e-07          -1.21867e+00
       23     1.11933e-05     1.21867e-07          -1.21867e+00
       24     1.14433e-06     1.21867e-07          -1.21867e+00
       25     1.44563e-06     1.21867e-07          -1.21867e+00
       26     1.40402e-06     1.21867e-07          -1.21867e+00
       27     2.70173e-07     1.21867e-07          -1.21867e+00
       28     4.77042e-07     1.21867e-07          -1.21867e+00
       29     2.01588e-07     1.21867e-07          -1.21867e+00
       30     4.84282e-08     1.21867e-07          -1.21867e+00
