    Step   Residual-2-norm     Threshold      Energy
        1     1.07878e+00     1.00000e-07           1.46788e-01
        2     1.36700e+00     1.00000e-07          -3.20335e-01
        3     5.53841e-01     1.16124e-07          -1.16124e+00
        4     2.30909e-01     1.59057e-07          -1.59057e+00
        5     2.00781e-01     1.68151e-07          -1.68151e+00
        6     9.94694e-02     1.72308e-07          -1.72308e+00
        7     8.79781e-02     1.73243e-07          -1.73243e+00
        8     3.00449e-01     1.81715e-07          -1.81715e+00
        9     2.01340e-01     1.91717e-07          -1.91717e+00
       10     8.87162e-02     1.94284e-07          -1.94284e+00
       11     2.55069e-02     1.95301e-07          -1.95301e+00
       12     6.70032e-03     1.95610e-07          -1.95610e+00
       13     7.27233e-03     1.95625e-07          -1.95625e+00
       14     4.59008e-03     1.95628e-07          -1.95628e+00
       15     2.82255e-03     1.95630e-07          -1.95630e+00
       16     2.00249e-03     1.95631e-07          -1.95631e+00
       17     7.66601e-04     1.95632e-07          -1.95632e+00
       18     8.85463e-05     1.95632e-07          -1.95632e+00
       19     3.16288e-05     1.95632e-07          -1.95632e+00
       20     2.70240e-05     1.95632e-07          -1.95632e+00
       21     1.66937e-05     1.95632e-07          -1.95632e+00
       22     1.50926e-05     1.95632e-07          -1.95632e+00
       23     2.23321e-06     1.95632e-07          -1.95632e+00
       24     8.25879e-07     1.95632e-07          -1.95632e+00
       25     3.18548e-07     1.95632e-07          -1.95632e+00
       26     1.99817e-07     1.95632e-07          -1.95632e+00
       27     8.69482e-08     1.95632e-07          -1.95632e+00
