    0    0    0    0 0.9454120348 0.0000000000
    0    0    0    1 -0.0000003827 -0.0000003884
    0    1    0    0 -0.0000003827 0.0000003884
    0    1    0    1 0.0545879652 0.0000000000
    1    0    1    0 0.5000000541 0.0000000000
    1    0    1    1 -0.0000005733 0.0000001122
    1    1    1    0 -0.0000005733 -0.0000001122
    1    1    1    1 0.4999999459 0.0000000000
    2    0    2    0 0.5000000543 0.0000000000
    2    0    2    1 -0.0000005733 -0.0000001148
    2    1    2    0 -0.0000005733 0.0000001148
    2    1    2    1 0.4999999457 0.0000000000
    3    0    3    0 0.0545879571 0.0000000000
    3    0    3    1 -0.0000003815 0.0000003801
    3    1    3    0 -0.0000003815 -0.0000003801
    3    1    3    1 0.9454120429 0.0000000000
