    Step   Residual-2-norm     Threshold      Energy
        1     9.49928e-01     1.00000e-07           1.41258e-02
        2     1.03735e+00     1.00000e-07          -2.79712e-01
        3     4.27915e-01     1.00000e-07          -9.10833e-01
        4     1.40658e-01     1.27861e-07          -1.27861e+00
        5     2.80493e-01     1.33996e-07          -1.33996e+00
        6     1.35492e-01     1.38474e-07          -1.38474e+00
        7     1.51607e-01     1.40914e-07          -1.40914e+00
        8     2.52867e-01     1.48739e-07          -1.48739e+00
        9     1.07631e-01     1.56356e-07          -1.56356e+00
       10     6.13570e-02     1.57645e-07          -1.57645e+00
       11     2.13810e-02     1.58326e-07          -1.58326e+00
       12     1.45335e-02     1.58563e-07          -1.58563e+00
       13     1.23405e-02     1.58581e-07          -1.58581e+00
       14     5.09063e-03     1.58602e-07          -1.58602e+00
       15     4.53998e-03     1.58615e-07          -1.58615e+00
       16     2.57028e-03     1.58616e-07          -1.58616e+00
       17     5.56686e-04     1.58617e-07          -1.58617e+00
       18     4.05322e-04     1.58617e-07          -1.58617e+00
       19     3.76337e-04     1.58617e-07          -1.58617e+00
       20     1.53494e-04     1.58617e-07          -1.58617e+00
       21     1.28984e-04     1.58617e-07          -1.58617e+00
       22     1.31241e-04     1.58617e-07          -1.58617e+00
       23     2.28700e-05     1.58617e-07          -1.58617e+00
       24     9.86984e-06     1.58617e-07          -1.58617e+00
       25     1.35561e-05     1.58617e-07          -1.58617e+00
       26     4.16169e-06     1.58617e-07          -1.58617e+00
       27     3.76410e-06     1.58617e-07          -1.58617e+00
       28     2.98120e-06     1.58617e-07          -1.58617e+00
       29     4.66892e-07     1.58617e-07          -1.58617e+00
       30     3.47376e-07     1.58617e-07          -1.58617e+00
       31     2.21658e-07     1.58617e-07          -1.58617e+00
       32     1.04411e-07     1.58617e-07          -1.58617e+00
