    Step   Residual-2-norm     Threshold      Energy
        1     9.59575e-01     1.00000e-07           2.60787e-02
        2     1.06436e+00     1.00000e-07          -2.79750e-01
        3     4.38888e-01     1.00000e-07          -9.25365e-01
        4     1.47707e-01     1.29836e-07          -1.29836e+00
        5     2.82021e-01     1.36292e-07          -1.36292e+00
        6     1.39189e-01     1.40843e-07          -1.40843e+00
        7     1.56948e-01     1.43336e-07          -1.43336e+00
        8     2.62321e-01     1.51686e-07          -1.51686e+00
        9     1.14887e-01     1.59861e-07          -1.59861e+00
       10     6.39176e-02     1.61250e-07          -1.61250e+00
       11     2.13049e-02     1.61973e-07          -1.61973e+00
       12     1.52815e-02     1.62220e-07          -1.62220e+00
       13     1.25472e-02     1.62237e-07          -1.62237e+00
       14     5.07918e-03     1.62258e-07          -1.62258e+00
       15     4.35933e-03     1.62271e-07          -1.62271e+00
       16     2.51294e-03     1.62273e-07          -1.62273e+00
       17     5.11900e-04     1.62273e-07          -1.62273e+00
       18     3.75082e-04     1.62274e-07          -1.62274e+00
       19     3.74545e-04     1.62274e-07          -1.62274e+00
       20     1.50612e-04     1.62274e-07          -1.62274e+00
       21     1.13918e-04     1.62274e-07          -1.62274e+00
       22     1.19357e-04     1.62274e-07          -1.62274e+00
       23     2.26438e-05     1.62274e-07          -1.62274e+00
       24     8.41871e-06     1.62274e-07          -1.62274e+00
       25     1.12789e-05     1.62274e-07          -1.62274e+00
       26     3.98614e-06     1.62274e-07          -1.62274e+00
       27     3.26340e-06     1.62274e-07          -1.62274e+00
       28     1.88287e-06     1.62274e-07          -1.62274e+00
       29     4.03321e-07     1.62274e-07          -1.62274e+00
       30     2.80547e-07     1.62274e-07          -1.62274e+00
       31     1.47106e-07     1.62274e-07          -1.62274e+00
