    Step   Residual-2-norm     Threshold      Energy
        1     1.31903e+00     1.00000e-07           3.27283e-01
        2     1.61193e+00     1.00000e-07          -3.70157e-01
        3     7.14823e-01     1.44566e-07          -1.44566e+00
        4     3.07207e-01     1.91810e-07          -1.91810e+00
        5     3.26458e-01     2.06404e-07          -2.06404e+00
        6     2.95664e-01     2.13734e-07          -2.13734e+00
        7     6.18190e-01     2.21796e-07          -2.21796e+00
        8     4.09471e-01     2.40965e-07          -2.40965e+00
        9     2.00007e-01     2.56309e-07          -2.56309e+00
       10     9.29929e-02     2.59190e-07          -2.59190e+00
       11     4.57154e-02     2.60202e-07          -2.60202e+00
       12     4.43333e-02     2.60442e-07          -2.60442e+00
       13     2.15275e-02     2.60548e-07          -2.60548e+00
       14     1.13614e-02     2.60619e-07          -2.60619e+00
       15     5.86305e-03     2.60631e-07          -2.60631e+00
       16     2.31309e-03     2.60634e-07          -2.60634e+00
       17     1.76407e-03     2.60635e-07          -2.60635e+00
       18     1.56625e-03     2.60635e-07          -2.60635e+00
       19     7.02133e-04     2.60635e-07          -2.60635e+00
       20     3.69633e-04     2.60635e-07          -2.60635e+00
       21     2.13254e-04     2.60635e-07          -2.60635e+00
       22     7.98962e-05     2.60635e-07          -2.60635e+00
       23     6.14456e-05     2.60635e-07          -2.60635e+00
       24     5.51255e-05     2.60635e-07          -2.60635e+00
       25     2.48573e-05     2.60635e-07          -2.60635e+00
       26     1.28999e-05     2.60635e-07          -2.60635e+00
       27     6.52343e-06     2.60635e-07          -2.60635e+00
       28     2.42912e-06     2.60635e-07          -2.60635e+00
       29     2.13598e-06     2.60635e-07          -2.60635e+00
       30     1.50054e-06     2.60635e-07          -2.60635e+00
       31     7.22786e-07     2.60635e-07          -2.60635e+00
       32     2.59500e-07     2.60635e-07          -2.60635e+00
