    Step   Residual-2-norm     Threshold      Energy
        1     1.00272e+00     1.00000e-07           7.38889e-02
        2     1.16897e+00     1.00000e-07          -2.84623e-01
        3     4.82166e-01     1.00000e-07          -9.90236e-01
        4     1.75060e-01     1.38158e-07          -1.38158e+00
        5     2.84901e-01     1.45947e-07          -1.45947e+00
        6     1.53016e-01     1.50770e-07          -1.50770e+00
        7     1.80257e-01     1.53426e-07          -1.53426e+00
        8     2.97177e-01     1.63844e-07          -1.63844e+00
        9     1.42847e-01     1.74240e-07          -1.74240e+00
       10     7.39001e-02     1.76020e-07          -1.76020e+00
       11     2.21719e-02     1.76894e-07          -1.76894e+00
       12     1.74052e-02     1.77172e-07          -1.77172e+00
       13     1.37731e-02     1.77191e-07          -1.77191e+00
       14     5.32703e-03     1.77212e-07          -1.77212e+00
       15     3.42200e-03     1.77225e-07          -1.77225e+00
       16     2.45277e-03     1.77226e-07          -1.77226e+00
       17     4.20731e-04     1.77227e-07          -1.77227e+00
       18     3.01184e-04     1.77227e-07          -1.77227e+00
       19     3.53572e-04     1.77227e-07          -1.77227e+00
       20     1.38998e-04     1.77227e-07          -1.77227e+00
       21     8.45738e-05     1.77227e-07          -1.77227e+00
       22     5.92785e-05     1.77227e-07          -1.77227e+00
       23     2.05425e-05     1.77227e-07          -1.77227e+00
       24     5.63838e-06     1.77227e-07          -1.77227e+00
       25     5.00948e-06     1.77227e-07          -1.77227e+00
       26     3.79725e-06     1.77227e-07          -1.77227e+00
       27     2.15004e-06     1.77227e-07          -1.77227e+00
       28     4.95120e-07     1.77227e-07          -1.77227e+00
       29     2.77375e-07     1.77227e-07          -1.77227e+00
       30     1.44598e-07     1.77227e-07          -1.77227e+00
