    Step   Residual-2-norm     Threshold      Energy
        1     1.07263e+00     1.00000e-07          -9.24816e-02
        2     9.98291e-01     1.00000e-07          -4.23259e-01
        3     5.20119e-01     1.01581e-07          -1.01581e+00
        4     3.27412e-01     1.38815e-07          -1.38815e+00
        5     3.34230e-01     1.55660e-07          -1.55660e+00
        6     1.82521e-01     1.63355e-07          -1.63355e+00
        7     1.52970e-01     1.66674e-07          -1.66674e+00
        8     1.66044e-01     1.70228e-07          -1.70228e+00
        9     1.00886e-01     1.73015e-07          -1.73015e+00
       10     3.63273e-02     1.73830e-07          -1.73830e+00
       11     3.67424e-02     1.74099e-07          -1.74099e+00
       12     2.94214e-02     1.74258e-07          -1.74258e+00
       13     1.23584e-02     1.74329e-07          -1.74329e+00
       14     7.45915e-03     1.74349e-07          -1.74349e+00
       15     5.24036e-03     1.74358e-07          -1.74358e+00
       16     4.46329e-03     1.74361e-07          -1.74361e+00
       17     4.39252e-03     1.74363e-07          -1.74363e+00
       18     1.12459e-03     1.74365e-07          -1.74365e+00
       19     6.13811e-04     1.74366e-07          -1.74366e+00
       20     1.90385e-04     1.74366e-07          -1.74366e+00
       21     1.80130e-04     1.74366e-07          -1.74366e+00
       22     1.58620e-04     1.74366e-07          -1.74366e+00
       23     1.02379e-04     1.74366e-07          -1.74366e+00
       24     6.19991e-05     1.74366e-07          -1.74366e+00
       25     2.58410e-05     1.74366e-07          -1.74366e+00
       26     6.66762e-06     1.74366e-07          -1.74366e+00
       27     4.70647e-06     1.74366e-07          -1.74366e+00
       28     5.55511e-06     1.74366e-07          -1.74366e+00
       29     4.54961e-06     1.74366e-07          -1.74366e+00
       30     2.29012e-06     1.74366e-07          -1.74366e+00
       31     1.24217e-06     1.74366e-07          -1.74366e+00
       32     8.81227e-07     1.74366e-07          -1.74366e+00
       33     4.09721e-07     1.74366e-07          -1.74366e+00
       34     3.72928e-07     1.74366e-07          -1.74366e+00
       35     1.79369e-07     1.74366e-07          -1.74366e+00
       36     1.01132e-07     1.74366e-07          -1.74366e+00
