    Step   Residual-2-norm     Threshold      Energy
        1     1.27516e+00     1.00000e-07           3.02172e-01
        2     1.62243e+00     1.00000e-07          -3.80251e-01
        3     6.84534e-01     1.45067e-07          -1.45067e+00
        4     2.95027e-01     1.91942e-07          -1.91942e+00
        5     2.39135e-01     2.04328e-07          -2.04328e+00
        6     1.67221e-01     2.09633e-07          -2.09633e+00
        7     3.13784e-01     2.11984e-07          -2.11984e+00
        8     3.62323e-01     2.28183e-07          -2.28183e+00
        9     1.81676e-01     2.44552e-07          -2.44552e+00
       10     7.27350e-02     2.46684e-07          -2.46684e+00
       11     1.98637e-02     2.47440e-07          -2.47440e+00
       12     1.70291e-02     2.47601e-07          -2.47601e+00
       13     1.45365e-02     2.47617e-07          -2.47617e+00
       14     5.42118e-03     2.47632e-07          -2.47632e+00
       15     1.65062e-03     2.47640e-07          -2.47640e+00
       16     1.15036e-03     2.47640e-07          -2.47640e+00
       17     3.87562e-04     2.47640e-07          -2.47640e+00
       18     1.76777e-04     2.47640e-07          -2.47640e+00
       19     1.93761e-04     2.47640e-07          -2.47640e+00
       20     1.50379e-04     2.47640e-07          -2.47640e+00
       21     1.69871e-05     2.47640e-07          -2.47640e+00
       22     9.88484e-06     2.47640e-07          -2.47640e+00
       23     4.56372e-06     2.47640e-07          -2.47640e+00
       24     2.07397e-06     2.47640e-07          -2.47640e+00
       25     1.86288e-06     2.47640e-07          -2.47640e+00
       26     7.98255e-07     2.47640e-07          -2.47640e+00
       27     2.47921e-07     2.47640e-07          -2.47640e+00
       28     1.09714e-07     2.47640e-07          -2.47640e+00
