    Step   Residual-2-norm     Threshold      Energy
        1     1.24938e+00     1.00000e-07           2.77085e-01
        2     1.52478e+00     1.00000e-07          -3.48940e-01
        3     6.67888e-01     1.34036e-07          -1.34036e+00
        4     2.81997e-01     1.79338e-07          -1.79338e+00
        5     3.21323e-01     1.92926e-07          -1.92926e+00
        6     2.69580e-01     1.99827e-07          -1.99827e+00
        7     5.15998e-01     2.06374e-07          -2.06374e+00
        8     4.10469e-01     2.24280e-07          -2.24280e+00
        9     2.04801e-01     2.39819e-07          -2.39819e+00
       10     9.79151e-02     2.42845e-07          -2.42845e+00
       11     4.32961e-02     2.44000e-07          -2.44000e+00
       12     4.27299e-02     2.44277e-07          -2.44277e+00
       13     2.30249e-02     2.44376e-07          -2.44376e+00
       14     1.07524e-02     2.44446e-07          -2.44446e+00
       15     7.05331e-03     2.44461e-07          -2.44461e+00
       16     2.69877e-03     2.44464e-07          -2.44464e+00
       17     1.46198e-03     2.44466e-07          -2.44466e+00
       18     1.57333e-03     2.44466e-07          -2.44466e+00
       19     7.21457e-04     2.44466e-07          -2.44466e+00
       20     3.96719e-04     2.44466e-07          -2.44466e+00
       21     2.31544e-04     2.44466e-07          -2.44466e+00
       22     9.07687e-05     2.44466e-07          -2.44466e+00
       23     5.12033e-05     2.44466e-07          -2.44466e+00
       24     4.62332e-05     2.44466e-07          -2.44466e+00
       25     2.91633e-05     2.44466e-07          -2.44466e+00
       26     1.43985e-05     2.44466e-07          -2.44466e+00
       27     5.71199e-06     2.44466e-07          -2.44466e+00
       28     2.53434e-06     2.44466e-07          -2.44466e+00
       29     1.93700e-06     2.44466e-07          -2.44466e+00
       30     1.22105e-06     2.44466e-07          -2.44466e+00
       31     1.01285e-06     2.44466e-07          -2.44466e+00
       32     3.02004e-07     2.44466e-07          -2.44466e+00
       33     1.24465e-07     2.44466e-07          -2.44466e+00
