    Step   Residual-2-norm     Threshold      Energy
        1     9.95796e-01     1.00000e-07           6.31192e-02
        2     1.19589e+00     1.00000e-07          -2.98258e-01
        3     4.84643e-01     1.02461e-07          -1.02461e+00
        4     1.95827e-01     1.43023e-07          -1.43023e+00
        5     1.84723e-01     1.50225e-07          -1.50225e+00
        6     7.85727e-02     1.53866e-07          -1.53866e+00
        7     5.48710e-02     1.54589e-07          -1.54589e+00
        8     2.29496e-01     1.56859e-07          -1.56859e+00
        9     2.76364e-01     1.61494e-07          -1.61494e+00
       10     1.44340e-01     1.65570e-07          -1.65570e+00
       11     4.50200e-02     1.67799e-07          -1.67799e+00
       12     3.54893e-02     1.68585e-07          -1.68585e+00
       13     2.61105e-02     1.68671e-07          -1.68671e+00
       14     1.95164e-02     1.68741e-07          -1.68741e+00
       15     2.94198e-02     1.68800e-07          -1.68800e+00
       16     1.45092e-02     1.68845e-07          -1.68845e+00
       17     7.36643e-03     1.68874e-07          -1.68874e+00
       18     6.84726e-03     1.68884e-07          -1.68884e+00
       19     1.92917e-03     1.68887e-07          -1.68887e+00
       20     1.54633e-03     1.68888e-07          -1.68888e+00
       21     1.89019e-03     1.68888e-07          -1.68888e+00
       22     1.20485e-03     1.68889e-07          -1.68889e+00
       23     1.07548e-03     1.68889e-07          -1.68889e+00
       24     3.49270e-04     1.68889e-07          -1.68889e+00
       25     1.70706e-04     1.68889e-07          -1.68889e+00
       26     1.59322e-04     1.68889e-07          -1.68889e+00
       27     9.00825e-05     1.68889e-07          -1.68889e+00
       28     1.13502e-04     1.68889e-07          -1.68889e+00
       29     9.38660e-05     1.68889e-07          -1.68889e+00
       30     4.52279e-05     1.68889e-07          -1.68889e+00
       31     2.14290e-05     1.68889e-07          -1.68889e+00
       32     1.23652e-05     1.68889e-07          -1.68889e+00
       33     7.56529e-06     1.68889e-07          -1.68889e+00
       34     7.32511e-06     1.68889e-07          -1.68889e+00
       35     7.65821e-06     1.68889e-07          -1.68889e+00
       36     5.50472e-06     1.68889e-07          -1.68889e+00
       37     2.89309e-06     1.68889e-07          -1.68889e+00
       38     1.81991e-06     1.68889e-07          -1.68889e+00
       39     5.10181e-07     1.68889e-07          -1.68889e+00
       40     6.39551e-07     1.68889e-07          -1.68889e+00
       41     5.36116e-07     1.68889e-07          -1.68889e+00
       42     3.94009e-07     1.68889e-07          -1.68889e+00
       43     4.26778e-07     1.68889e-07          -1.68889e+00
       44     1.29384e-07     1.68889e-07          -1.68889e+00
