    0    0    0    0 0.9632921308 0.0000000000
    0    0    0    1 -0.0000000166 0.0000000091
    0    1    0    0 -0.0000000166 -0.0000000091
    0    1    0    1 0.0367078692 0.0000000000
    1    0    1    0 0.0731981523 0.0000000000
    1    0    1    1 -0.0000000460 0.0000000046
    1    1    1    0 -0.0000000460 -0.0000000046
    1    1    1    1 0.9268018477 0.0000000000
    2    0    2    0 0.0731981507 0.0000000000
    2    0    2    1 0.0000000051 -0.0000000992
    2    1    2    0 0.0000000051 0.0000000992
    2    1    2    1 0.9268018493 0.0000000000
    3    0    3    0 0.0731981437 0.0000000000
    3    0    3    1 -0.0000000029 0.0000000723
    3    1    3    0 -0.0000000029 -0.0000000723
    3    1    3    1 0.9268018563 0.0000000000
