    Step   Residual-2-norm     Threshold      Energy
        1     8.76182e-01     1.00000e-07          -1.38871e-01
        2     7.27133e-01     1.00000e-07          -3.30856e-01
        3     2.87346e-01     1.00000e-07          -7.99147e-01
        4     5.81044e-02     1.07960e-07          -1.07960e+00
        5     1.05397e-01     1.10206e-07          -1.10206e+00
        6     3.76492e-02     1.12194e-07          -1.12194e+00
        7     4.40035e-02     1.12479e-07          -1.12479e+00
        8     4.23202e-02     1.14236e-07          -1.14236e+00
        9     3.58592e-02     1.15903e-07          -1.15903e+00
       10     3.16569e-02     1.16026e-07          -1.16026e+00
       11     4.29953e-03     1.16226e-07          -1.16226e+00
       12     2.86588e-03     1.16341e-07          -1.16341e+00
       13     1.62398e-03     1.16342e-07          -1.16342e+00
       14     1.27542e-03     1.16344e-07          -1.16344e+00
       15     8.22419e-04     1.16345e-07          -1.16345e+00
       16     1.49152e-03     1.16345e-07          -1.16345e+00
       17     2.49160e-04     1.16345e-07          -1.16345e+00
       18     4.56428e-05     1.16345e-07          -1.16345e+00
       19     9.74040e-05     1.16345e-07          -1.16345e+00
       20     2.25997e-05     1.16345e-07          -1.16345e+00
       21     1.59720e-05     1.16345e-07          -1.16345e+00
       22     3.90017e-05     1.16345e-07          -1.16345e+00
       23     1.22147e-05     1.16345e-07          -1.16345e+00
       24     1.93353e-06     1.16345e-07          -1.16345e+00
       25     2.51060e-06     1.16345e-07          -1.16345e+00
       26     1.61533e-06     1.16345e-07          -1.16345e+00
       27     2.27517e-07     1.16345e-07          -1.16345e+00
       28     4.67365e-07     1.16345e-07          -1.16345e+00
       29     4.13435e-07     1.16345e-07          -1.16345e+00
       30     7.93242e-08     1.16345e-07          -1.16345e+00
