Read File starts:   Wed Aug 14 16:03:57 2024
Read File finishes: Wed Aug 14 16:03:57 2024
initial sz : Wed Aug 14 16:03:57 2024
omp parallel sz starts: Wed Aug 14 16:03:57 2024
mid omp parallel sz : Wed Aug 14 16:03:57 2024
omp parallel sz finishes: Wed Aug 14 16:03:57 2024
diagonal calculation starts:   Wed Aug 14 16:03:57 2024
diagonal calculation finishes: Wed Aug 14 16:03:57 2024
