    0    0    0    0 0.6367955655 0.0000000000
    0    0    0    1 0.0000000001 0.0000000014
    0    1    0    0 0.0000000001 -0.0000000014
    0    1    0    1 0.3632044345 0.0000000000
    1    0    1    0 0.3673494820 0.0000000000
    1    0    1    1 -0.0000000117 0.0000000048
    1    1    1    0 -0.0000000117 -0.0000000048
    1    1    1    1 0.6326505180 0.0000000000
    2    0    2    0 0.4782633847 0.0000000000
    2    0    2    1 -0.0000000291 -0.0000000091
    2    1    2    0 -0.0000000291 0.0000000091
    2    1    2    1 0.5217366153 0.0000000000
    3    0    3    0 0.5175915678 0.0000000000
    3    0    3    1 0.0000000298 0.0000000001
    3    1    3    0 0.0000000298 -0.0000000001
    3    1    3    1 0.4824084322 0.0000000000
