    Step   Residual-2-norm     Threshold      Energy
        1     9.69692e-01     1.00000e-07           3.80310e-02
        2     1.09110e+00     1.00000e-07          -2.80288e-01
        3     4.49793e-01     1.00000e-07          -9.40602e-01
        4     1.54670e-01     1.31854e-07          -1.31854e+00
        5     2.83131e-01     1.38638e-07          -1.38638e+00
        6     1.42732e-01     1.43259e-07          -1.43259e+00
        7     1.62344e-01     1.45797e-07          -1.45797e+00
        8     2.71356e-01     1.54669e-07          -1.54669e+00
        9     1.22096e-01     1.63405e-07          -1.63405e+00
       10     6.64359e-02     1.64892e-07          -1.64892e+00
       11     2.13437e-02     1.65656e-07          -1.65656e+00
       12     1.59511e-02     1.65911e-07          -1.65911e+00
       13     1.27710e-02     1.65929e-07          -1.65929e+00
       14     5.10158e-03     1.65950e-07          -1.65950e+00
       15     4.11681e-03     1.65963e-07          -1.65963e+00
       16     2.47245e-03     1.65964e-07          -1.65964e+00
       17     4.74672e-04     1.65965e-07          -1.65965e+00
       18     3.50284e-04     1.65965e-07          -1.65965e+00
       19     3.70283e-04     1.65965e-07          -1.65965e+00
       20     1.47476e-04     1.65965e-07          -1.65965e+00
       21     1.03012e-04     1.65965e-07          -1.65965e+00
       22     1.02573e-04     1.65965e-07          -1.65965e+00
       23     2.23807e-05     1.65965e-07          -1.65965e+00
       24     7.36067e-06     1.65965e-07          -1.65965e+00
       25     8.88682e-06     1.65965e-07          -1.65965e+00
       26     3.87918e-06     1.65965e-07          -1.65965e+00
       27     2.85872e-06     1.65965e-07          -1.65965e+00
       28     1.19017e-06     1.65965e-07          -1.65965e+00
       29     3.59360e-07     1.65965e-07          -1.65965e+00
       30     2.28961e-07     1.65965e-07          -1.65965e+00
       31     1.06065e-07     1.65965e-07          -1.65965e+00
