    Step   Residual-2-norm     Threshold      Energy
        1     1.01635e+00     1.00000e-07           8.82300e-02
        2     1.20792e+00     1.00000e-07          -2.89422e-01
        3     4.96609e-01     1.02011e-07          -1.02011e+00
        4     1.87826e-01     1.41988e-07          -1.41988e+00
        5     2.64797e-01     1.50129e-07          -1.50129e+00
        6     1.36424e-01     1.54787e-07          -1.54787e+00
        7     1.56665e-01     1.56855e-07          -1.56855e+00
        8     2.74855e-01     1.67621e-07          -1.67621e+00
        9     1.34241e-01     1.78497e-07          -1.78497e+00
       10     6.29890e-02     1.79956e-07          -1.79956e+00
       11     1.74072e-02     1.80622e-07          -1.80622e+00
       12     1.09445e-02     1.80827e-07          -1.80827e+00
       13     9.36964e-03     1.80837e-07          -1.80837e+00
       14     4.71108e-03     1.80846e-07          -1.80846e+00
       15     1.25483e-03     1.80853e-07          -1.80853e+00
       16     1.21905e-03     1.80853e-07          -1.80853e+00
       17     3.60136e-04     1.80853e-07          -1.80853e+00
       18     1.02948e-04     1.80854e-07          -1.80854e+00
       19     1.15875e-04     1.80854e-07          -1.80854e+00
       20     1.13972e-04     1.80854e-07          -1.80854e+00
       21     1.97627e-05     1.80854e-07          -1.80854e+00
       22     1.29387e-05     1.80854e-07          -1.80854e+00
       23     6.86773e-06     1.80854e-07          -1.80854e+00
       24     1.29610e-06     1.80854e-07          -1.80854e+00
       25     1.21118e-06     1.80854e-07          -1.80854e+00
       26     6.32917e-07     1.80854e-07          -1.80854e+00
       27     3.09106e-07     1.80854e-07          -1.80854e+00
       28     1.59343e-07     1.80854e-07          -1.80854e+00
