    0    0    0    0 0.9673535827 0.0000000000
    0    0    0    1 -0.0000000135 0.0000000278
    0    1    0    0 -0.0000000135 -0.0000000278
    0    1    0    1 0.0326464173 0.0000000000
    1    0    1    0 0.0658714418 0.0000000000
    1    0    1    1 -0.0000000620 -0.0000000147
    1    1    1    0 -0.0000000620 0.0000000147
    1    1    1    1 0.9341285582 0.0000000000
    2    0    2    0 0.0658714431 0.0000000000
    2    0    2    1 -0.0000000025 -0.0000000944
    2    1    2    0 -0.0000000025 0.0000000944
    2    1    2    1 0.9341285569 0.0000000000
    3    0    3    0 0.0658714338 0.0000000000
    3    0    3    1 -0.0000000305 0.0000000551
    3    1    3    0 -0.0000000305 -0.0000000551
    3    1    3    1 0.9341285662 0.0000000000
