    0    0    0    0 0.7555100448 0.0000000000
    0    0    0    1 0.0000000140 0.0000000356
    0    1    0    0 0.0000000140 -0.0000000356
    0    1    0    1 0.2444899552 0.0000000000
    1    0    1    0 0.2784792860 0.0000000000
    1    0    1    1 0.0000000323 -0.0000000836
    1    1    1    0 0.0000000323 0.0000000836
    1    1    1    1 0.7215207140 0.0000000000
    2    0    2    0 0.2784792999 0.0000000000
    2    0    2    1 0.0000001521 0.0000001098
    2    1    2    0 0.0000001521 -0.0000001098
    2    1    2    1 0.7215207001 0.0000000000
    3    0    3    0 0.2784793283 0.0000000000
    3    0    3    1 -0.0000001447 -0.0000000643
    3    1    3    0 -0.0000001447 0.0000000643
    3    1    3    1 0.7215206717 0.0000000000
