    Step   Residual-2-norm     Threshold      Energy
        1     1.09498e+00     1.00000e-07           1.59946e-01
        2     1.34576e+00     1.00000e-07          -3.09699e-01
        3     5.60344e-01     1.13780e-07          -1.13780e+00
        4     2.24356e-01     1.55869e-07          -1.55869e+00
        5     2.71354e-01     1.65965e-07          -1.65965e+00
        6     1.62733e-01     1.71106e-07          -1.71106e+00
        7     2.18650e-01     1.73619e-07          -1.73619e+00
        8     3.31679e-01     1.87175e-07          -1.87175e+00
        9     1.68118e-01     2.00931e-07          -2.00931e+00
       10     7.93677e-02     2.02995e-07          -2.02995e+00
       11     2.18209e-02     2.03869e-07          -2.03869e+00
       12     1.53389e-02     2.04115e-07          -2.04115e+00
       13     1.46849e-02     2.04133e-07          -2.04133e+00
       14     5.61246e-03     2.04148e-07          -2.04148e+00
       15     1.76739e-03     2.04158e-07          -2.04158e+00
       16     1.64057e-03     2.04159e-07          -2.04159e+00
       17     3.14369e-04     2.04159e-07          -2.04159e+00
       18     1.73939e-04     2.04159e-07          -2.04159e+00
       19     2.12896e-04     2.04159e-07          -2.04159e+00
       20     1.07801e-04     2.04159e-07          -2.04159e+00
       21     3.03182e-05     2.04159e-07          -2.04159e+00
       22     1.33469e-05     2.04159e-07          -2.04159e+00
       23     5.87044e-06     2.04159e-07          -2.04159e+00
       24     2.45018e-06     2.04159e-07          -2.04159e+00
       25     2.40972e-06     2.04159e-07          -2.04159e+00
       26     1.00011e-06     2.04159e-07          -2.04159e+00
       27     7.88221e-07     2.04159e-07          -2.04159e+00
       28     1.91438e-07     2.04159e-07          -2.04159e+00
