    0    0    0    0 0.8677817443 0.0000000000
    0    0    0    1 -0.0000000278 -0.0000000328
    0    1    0    0 -0.0000000278 0.0000000328
    0    1    0    1 0.1322182557 0.0000000000
    1    0    1    0 0.1766429699 0.0000000000
    1    0    1    1 -0.0000000409 0.0000000664
    1    1    1    0 -0.0000000409 -0.0000000664
    1    1    1    1 0.8233570301 0.0000000000
    2    0    2    0 0.1766429498 0.0000000000
    2    0    2    1 -0.0000001089 -0.0000000858
    2    1    2    0 -0.0000001089 0.0000000858
    2    1    2    1 0.8233570502 0.0000000000
    3    0    3    0 0.1766429135 0.0000000000
    3    0    3    1 0.0000000578 0.0000000588
    3    1    3    0 0.0000000578 -0.0000000588
    3    1    3    1 0.8233570865 0.0000000000
