    Step   Residual-2-norm     Threshold      Energy
        1     9.34360e-01     1.00000e-07          -7.39103e-03
        2     9.95921e-01     1.00000e-07          -2.82802e-01
        3     4.09496e-01     1.00000e-07          -8.93772e-01
        4     1.35365e-01     1.25484e-07          -1.25484e+00
        5     2.43933e-01     1.31073e-07          -1.31073e+00
        6     1.03857e-01     1.35074e-07          -1.35074e+00
        7     1.12789e-01     1.36659e-07          -1.36659e+00
        8     1.85609e-01     1.43429e-07          -1.43429e+00
        9     8.00523e-02     1.50016e-07          -1.50016e+00
       10     4.43793e-02     1.50709e-07          -1.50709e+00
       11     1.14155e-02     1.51103e-07          -1.51103e+00
       12     8.50833e-03     1.51247e-07          -1.51247e+00
       13     5.99370e-03     1.51252e-07          -1.51252e+00
       14     3.17732e-03     1.51258e-07          -1.51258e+00
       15     1.52656e-03     1.51263e-07          -1.51263e+00
       16     1.23157e-03     1.51264e-07          -1.51264e+00
       17     2.82901e-04     1.51264e-07          -1.51264e+00
       18     8.68965e-05     1.51264e-07          -1.51264e+00
       19     1.31251e-04     1.51264e-07          -1.51264e+00
       20     8.74141e-05     1.51264e-07          -1.51264e+00
       21     2.47537e-05     1.51264e-07          -1.51264e+00
       22     2.61641e-05     1.51264e-07          -1.51264e+00
       23     1.13812e-05     1.51264e-07          -1.51264e+00
       24     1.26498e-06     1.51264e-07          -1.51264e+00
       25     1.59949e-06     1.51264e-07          -1.51264e+00
       26     1.50153e-06     1.51264e-07          -1.51264e+00
       27     4.80981e-07     1.51264e-07          -1.51264e+00
       28     2.41494e-07     1.51264e-07          -1.51264e+00
       29     1.30565e-07     1.51264e-07          -1.51264e+00
