    Step   Residual-2-norm     Threshold      Energy
        1     8.75686e-01     1.00000e-07          -1.29306e-01
        2     7.36074e-01     1.00000e-07          -3.22977e-01
        3     2.95182e-01     1.00000e-07          -7.97227e-01
        4     5.22244e-02     1.08263e-07          -1.08263e+00
        5     1.79146e-01     1.11040e-07          -1.11040e+00
        6     6.73307e-02     1.13812e-07          -1.13812e+00
        7     6.95188e-02     1.14645e-07          -1.14645e+00
        8     6.92370e-02     1.16865e-07          -1.16865e+00
        9     3.04600e-02     1.18798e-07          -1.18798e+00
       10     2.02561e-02     1.18915e-07          -1.18915e+00
       11     8.36392e-03     1.19043e-07          -1.19043e+00
       12     5.85775e-03     1.19122e-07          -1.19122e+00
       13     4.20087e-03     1.19125e-07          -1.19125e+00
       14     2.33984e-03     1.19131e-07          -1.19131e+00
       15     2.13232e-03     1.19135e-07          -1.19135e+00
       16     1.42566e-03     1.19136e-07          -1.19136e+00
       17     3.98686e-04     1.19136e-07          -1.19136e+00
       18     3.23339e-04     1.19136e-07          -1.19136e+00
       19     2.49912e-04     1.19136e-07          -1.19136e+00
       20     6.25397e-05     1.19136e-07          -1.19136e+00
       21     7.54529e-05     1.19137e-07          -1.19137e+00
       22     8.86797e-05     1.19137e-07          -1.19137e+00
       23     1.88351e-05     1.19137e-07          -1.19137e+00
       24     1.55293e-05     1.19137e-07          -1.19137e+00
       25     2.37543e-05     1.19137e-07          -1.19137e+00
       26     3.33367e-06     1.19137e-07          -1.19137e+00
       27     1.86295e-06     1.19137e-07          -1.19137e+00
       28     4.71383e-06     1.19137e-07          -1.19137e+00
       29     9.84860e-07     1.19137e-07          -1.19137e+00
       30     7.42029e-07     1.19137e-07          -1.19137e+00
       31     1.19032e-06     1.19137e-07          -1.19137e+00
       32     1.55854e-07     1.19137e-07          -1.19137e+00
       33     7.33617e-08     1.19137e-07          -1.19137e+00
