    Step   Residual-2-norm     Threshold      Energy
        1     1.23305e+00     1.00000e-07           2.66087e-01
        2     1.51241e+00     1.00000e-07          -3.46224e-01
        3     6.57323e-01     1.32406e-07          -1.32406e+00
        4     2.76439e-01     1.77430e-07          -1.77430e+00
        5     3.08765e-01     1.90572e-07          -1.90572e+00
        6     2.47028e-01     1.97106e-07          -1.97106e+00
        7     4.71045e-01     2.02627e-07          -2.02627e+00
        8     4.03398e-01     2.20036e-07          -2.20036e+00
        9     2.03612e-01     2.35809e-07          -2.35809e+00
       10     9.65870e-02     2.38742e-07          -2.38742e+00
       11     3.88792e-02     2.39890e-07          -2.39890e+00
       12     3.88388e-02     2.40162e-07          -2.40162e+00
       13     2.34160e-02     2.40243e-07          -2.40243e+00
       14     9.39539e-03     2.40303e-07          -2.40303e+00
       15     6.49391e-03     2.40318e-07          -2.40318e+00
       16     2.66085e-03     2.40321e-07          -2.40321e+00
       17     1.13635e-03     2.40322e-07          -2.40322e+00
       18     1.29898e-03     2.40322e-07          -2.40322e+00
       19     6.81298e-04     2.40322e-07          -2.40322e+00
       20     3.26372e-04     2.40322e-07          -2.40322e+00
       21     1.80497e-04     2.40322e-07          -2.40322e+00
       22     8.89460e-05     2.40322e-07          -2.40322e+00
       23     3.68700e-05     2.40322e-07          -2.40322e+00
       24     3.32922e-05     2.40322e-07          -2.40322e+00
       25     2.40904e-05     2.40322e-07          -2.40322e+00
       26     1.14448e-05     2.40322e-07          -2.40322e+00
       27     4.19788e-06     2.40322e-07          -2.40322e+00
       28     2.03807e-06     2.40322e-07          -2.40322e+00
       29     1.27414e-06     2.40322e-07          -2.40322e+00
       30     7.54392e-07     2.40322e-07          -2.40322e+00
       31     6.93882e-07     2.40322e-07          -2.40322e+00
       32     2.85853e-07     2.40322e-07          -2.40322e+00
       33     7.34278e-08     2.40322e-07          -2.40322e+00
