    Step   Residual-2-norm     Threshold      Energy
        1     1.18510e+00     1.00000e-07           2.31662e-01
        2     1.46544e+00     1.00000e-07          -3.35434e-01
        3     6.25221e-01     1.26654e-07          -1.26654e+00
        4     2.59737e-01     1.70754e-07          -1.70754e+00
        5     2.85773e-01     1.82778e-07          -1.82778e+00
        6     2.03369e-01     1.88612e-07          -1.88612e+00
        7     3.49882e-01     1.92317e-07          -1.92317e+00
        8     3.79043e-01     2.08389e-07          -2.08389e+00
        9     1.93525e-01     2.24050e-07          -2.24050e+00
       10     9.16172e-02     2.26660e-07          -2.26660e+00
       11     2.90114e-02     2.27724e-07          -2.27724e+00
       12     2.76729e-02     2.27983e-07          -2.27983e+00
       13     2.18882e-02     2.28025e-07          -2.28025e+00
       14     6.98989e-03     2.28060e-07          -2.28060e+00
       15     3.84648e-03     2.28075e-07          -2.28075e+00
       16     2.34064e-03     2.28076e-07          -2.28076e+00
       17     6.04637e-04     2.28076e-07          -2.28076e+00
       18     5.65091e-04     2.28077e-07          -2.28077e+00
       19     5.00120e-04     2.28077e-07          -2.28077e+00
       20     1.97738e-04     2.28077e-07          -2.28077e+00
       21     8.71806e-05     2.28077e-07          -2.28077e+00
       22     4.73868e-05     2.28077e-07          -2.28077e+00
       23     1.72445e-05     2.28077e-07          -2.28077e+00
       24     1.11876e-05     2.28077e-07          -2.28077e+00
       25     7.55052e-06     2.28077e-07          -2.28077e+00
       26     5.01406e-06     2.28077e-07          -2.28077e+00
       27     2.62036e-06     2.28077e-07          -2.28077e+00
       28     4.45605e-07     2.28077e-07          -2.28077e+00
       29     3.71808e-07     2.28077e-07          -2.28077e+00
       30     2.62585e-07     2.28077e-07          -2.28077e+00
       31     1.33101e-07     2.28077e-07          -2.28077e+00
