    Step   Residual-2-norm     Threshold      Energy
        1     2.49523e+00     1.00000e-07           3.77640e-01
        2     2.35814e+00     1.00000e-07          -9.84812e-01
        3     1.26305e+00     2.98635e-07          -2.98635e+00
        4     4.19339e-01     3.72954e-07          -3.72954e+00
        5     3.47377e-01     3.87430e-07          -3.87430e+00
        6     3.84273e-01     3.96602e-07          -3.96602e+00
        7     1.18578e-01     4.03022e-07          -4.03022e+00
        8     2.18598e-02     4.04460e-07          -4.04460e+00
        9     3.21758e-03     4.04589e-07          -4.04589e+00
       10     2.80335e-03     4.04593e-07          -4.04593e+00
       11     3.18105e-03     4.04593e-07          -4.04593e+00
       12     1.39905e-03     4.04594e-07          -4.04594e+00
       13     1.55370e-03     4.04594e-07          -4.04594e+00
       14     3.59976e-03     4.04594e-07          -4.04594e+00
       15     3.24069e-02     4.04601e-07          -4.04601e+00
       16     3.14232e-02     4.04662e-07          -4.04662e+00
       17     1.00127e-02     4.04728e-07          -4.04728e+00
       18     5.68939e-03     4.04740e-07          -4.04740e+00
       19     4.25877e-03     4.04741e-07          -4.04741e+00
       20     2.70821e-03     4.04743e-07          -4.04743e+00
       21     8.12152e-04     4.04743e-07          -4.04743e+00
       22     1.14853e-04     4.04743e-07          -4.04743e+00
       23     5.62886e-05     4.04743e-07          -4.04743e+00
       24     8.83555e-05     4.04743e-07          -4.04743e+00
       25     3.11183e-04     4.04743e-07          -4.04743e+00
       26     6.25434e-04     4.04743e-07          -4.04743e+00
       27     5.96556e-04     4.04744e-07          -4.04744e+00
       28     4.41456e-04     4.04744e-07          -4.04744e+00
       29     5.60668e-04     4.04744e-07          -4.04744e+00
       30     1.49456e-04     4.04744e-07          -4.04744e+00
       31     4.40783e-05     4.04744e-07          -4.04744e+00
       32     7.28573e-06     4.04744e-07          -4.04744e+00
       33     3.06814e-06     4.04744e-07          -4.04744e+00
       34     9.83797e-07     4.04744e-07          -4.04744e+00
       35     1.79319e-06     4.04744e-07          -4.04744e+00
       36     3.50939e-06     4.04744e-07          -4.04744e+00
       37     2.66354e-06     4.04744e-07          -4.04744e+00
       38     6.00476e-06     4.04744e-07          -4.04744e+00
       39     1.48914e-05     4.04744e-07          -4.04744e+00
       40     1.18094e-05     4.04744e-07          -4.04744e+00
       41     3.95746e-06     4.04744e-07          -4.04744e+00
       42     5.17518e-07     4.04744e-07          -4.04744e+00
       43     1.50802e-07     4.04744e-07          -4.04744e+00
