    Step   Residual-2-norm     Threshold      Energy
        1     1.23370e+00     1.00000e-07           2.67520e-01
        2     1.52121e+00     1.00000e-07          -3.48716e-01
        3     6.58415e-01     1.33313e-07          -1.33313e+00
        4     2.77389e-01     1.78506e-07          -1.78506e+00
        5     2.97956e-01     1.91489e-07          -1.91489e+00
        6     2.32220e-01     1.97794e-07          -1.97794e+00
        7     4.48599e-01     2.02679e-07          -2.02679e+00
        8     3.96831e-01     2.19921e-07          -2.19921e+00
        9     2.00955e-01     2.35910e-07          -2.35910e+00
       10     9.37024e-02     2.38718e-07          -2.38718e+00
       11     3.54005e-02     2.39818e-07          -2.39818e+00
       12     3.53356e-02     2.40073e-07          -2.40073e+00
       13     2.31280e-02     2.40140e-07          -2.40140e+00
       14     8.39298e-03     2.40191e-07          -2.40191e+00
       15     5.55056e-03     2.40206e-07          -2.40206e+00
       16     2.51181e-03     2.40208e-07          -2.40208e+00
       17     9.19822e-04     2.40209e-07          -2.40209e+00
       18     1.05041e-03     2.40209e-07          -2.40209e+00
       19     6.38618e-04     2.40209e-07          -2.40209e+00
       20     2.61866e-04     2.40209e-07          -2.40209e+00
       21     1.37528e-04     2.40209e-07          -2.40209e+00
       22     8.03543e-05     2.40209e-07          -2.40209e+00
       23     2.73041e-05     2.40209e-07          -2.40209e+00
       24     2.52487e-05     2.40209e-07          -2.40209e+00
       25     1.81353e-05     2.40209e-07          -2.40209e+00
       26     8.21893e-06     2.40209e-07          -2.40209e+00
       27     3.46770e-06     2.40209e-07          -2.40209e+00
       28     1.39119e-06     2.40209e-07          -2.40209e+00
       29     8.42739e-07     2.40209e-07          -2.40209e+00
       30     5.24436e-07     2.40209e-07          -2.40209e+00
       31     4.14664e-07     2.40209e-07          -2.40209e+00
       32     2.26736e-07     2.40209e-07          -2.40209e+00
