    Step   Residual-2-norm     Threshold      Energy
        1     1.14875e+00     1.00000e-07           2.06551e-01
        2     1.47203e+00     1.00000e-07          -3.42642e-01
        3     6.03189e-01     1.26950e-07          -1.26950e+00
        4     2.55410e-01     1.71292e-07          -1.71292e+00
        5     2.11577e-01     1.81674e-07          -1.81674e+00
        6     1.18283e-01     1.86198e-07          -1.86198e+00
        7     1.33424e-01     1.87383e-07          -1.87383e+00
        8     3.13845e-01     1.99425e-07          -1.99425e+00
        9     1.74531e-01     2.12470e-07          -2.12470e+00
       10     6.82909e-02     2.14464e-07          -2.14464e+00
       11     2.02387e-02     2.15158e-07          -2.15158e+00
       12     5.89784e-03     2.15340e-07          -2.15340e+00
       13     6.23672e-03     2.15349e-07          -2.15349e+00
       14     5.35381e-03     2.15351e-07          -2.15351e+00
       15     1.82840e-03     2.15353e-07          -2.15353e+00
       16     1.00096e-03     2.15354e-07          -2.15354e+00
       17     4.13925e-04     2.15354e-07          -2.15354e+00
       18     9.81823e-05     2.15354e-07          -2.15354e+00
       19     2.18792e-05     2.15354e-07          -2.15354e+00
       20     1.86521e-05     2.15354e-07          -2.15354e+00
       21     1.44303e-05     2.15354e-07          -2.15354e+00
       22     7.58211e-06     2.15354e-07          -2.15354e+00
       23     1.25830e-06     2.15354e-07          -2.15354e+00
       24     3.06126e-07     2.15354e-07          -2.15354e+00
       25     1.45152e-07     2.15354e-07          -2.15354e+00
