    0    0    0    0 0.9570415245 0.0000000000
    0    0    0    1 -0.0000000090 0.0000000012
    0    1    0    0 -0.0000000090 -0.0000000012
    0    1    0    1 0.0429584755 0.0000000000
    1    0    1    0 0.0676189994 0.0000000000
    1    0    1    1 0.0000000686 -0.0000000372
    1    1    1    0 0.0000000686 0.0000000372
    1    1    1    1 0.9323810006 0.0000000000
    2    0    2    0 0.0676190014 0.0000000000
    2    0    2    1 -0.0000000527 0.0000002242
    2    1    2    0 -0.0000000527 -0.0000002242
    2    1    2    1 0.9323809986 0.0000000000
    3    0    3    0 0.0676190079 0.0000000000
    3    0    3    1 -0.0000000460 -0.0000001978
    3    1    3    0 -0.0000000460 0.0000001978
    3    1    3    1 0.9323809921 0.0000000000
